id,store_id,year_recorded,unit,civic_number,street_name,name,category,latitude,longitude
2374,1119,2021,N/A,48,E PENDER ST,Chinese Zodiac Gifts & Souvenirs,Comparison Goods,49.27978183490576,-123.10345067433991
2375,1121,2021,E,72,E PENDER ST,Chinese Art Crafts,Comparison Goods,49.2801808176996,-123.10295541202572
2376,1123,2021,N/A,78,E PENDER ST,Sino United Publishing,Comparison Goods,49.28017871881459,-123.10285071142238
2377,1124,2021,N/A,79,E PENDER ST,Vacant,Vacant,49.28069968309531,-123.10268544254473
2378,1128,2021,N/A,89,E PENDER ST,Vacant,Vacant,49.28069674862614,-123.10252870050437
2379,1131,2021,N/A,103,E PENDER ST,Vacant,Vacant,49.28068869192872,-123.10209559933035
2380,1132,2021,N/A,104,E PENDER ST,The Carriage House,Comparison Goods,49.28017148713675,-123.10201305926347
2381,1134,2021,N/A,107,E PENDER ST,Artistic Arts & Craft Ltd.,Comparison Goods,49.28068869192872,-123.10209559933035
2382,1136,2021,100,111,E PENDER ST,Fuling Gifts & Houseware,Comparison Goods,49.28068275912813,-123.10178107445039
2383,1146,2021,N/A,130,E PENDER ST,Chinatown BBQ,Food & Beverage,49.28016161925578,-123.1014892141922
2384,1152,2021,N/A,142,E PENDER ST,Vacant UC,Vacant UC,49.28015770171981,-123.10128022625202
2385,1161,2021,100,168,E PENDER ST,Chinatown Storytelling Centre,Entertainment and Leisure,49.280149398653435,-123.10086123207508
2386,1164,2021,N/A,179,E PENDER ST,Pizza Coming Soon,Food & Beverage,49.280528395381985,-123.1001423048954
2387,1168,2021,N/A,227,E PENDER ST,Shuckshuck,Food & Beverage,49.28062604943569,-123.09873047045214
2388,1171,2021,N/A,236,E PENDER ST,The Or Gallery Society,Comparison Goods,49.28011180165197,-123.09874692875209
2389,1174,2021,N/A,245,E PENDER ST,Forum Home Appliances Inc & International Plumbing & Electrical Supplies Inc,Comparison Goods,49.28062308639547,-123.09852183465529
2390,1178,2021,N/A,254,E PENDER ST,Vacant,Vacant,49.280104585944805,-123.09832789630825
2391,1181,2021,N/A,260,E PENDER ST,Tinland Cookware,Comparison Goods,49.280104585944805,-123.09832789630825
2392,1182,2021,N/A,261,E PENDER ST,Vacant UC,Vacant UC,49.28061729192814,-123.098207733006
2393,1187,2021,N/A,275,E PENDER ST,Used for storage,Unknown,49.280611494806706,-123.09789363280045
2394,1192,2021,N/A,288,E PENDER ST,Manpuku Japanese Bento,Food & Beverage,49.280082048858986,-123.09754212326547
2395,1200,2021,N/A,535,GORE AV,Ga Cheong Herbal Medicine Co Ltd,Convenience Goods,49.280082048858986,-123.09754212326547
2396,1202,2021,N/A,575,GORE AV,Hang Fung Herbal Products Inc,Convenience Goods,49.27968824462249,-123.09747253516403
2397,1203,2021,N/A,585,GORE AV,Hung Win Seafood Co. Ltd,Convenience Goods,49.27968824462249,-123.09747253516403
2398,1205,2021,N/A,683,GORE AV,Myodetox Chinatown - Physiotherapist,Service Commercial,49.27885382597964,-123.09738239485014
2399,1206,2021,N/A,721,GORE AV,Mama Bears Kitchen,Food & Beverage,49.27827188561065,-123.09740664842856
2400,1207,2021,N/A,729,GORE AV,Vacant,Vacant,49.27827188561065,-123.09740664842856
2401,1212,2021,N/A,106,KEEFER ST,Vancouver Chinatown BIA Society,Service Commercial,49.27897594317421,-123.10129103138601
2402,1214,2021,N/A,112,KEEFER ST,Vacant,Vacant,49.27897594317421,-123.10129103138601
2403,1215,2021,N/A,118,KEEFER ST,Keefer Medical Clinic,Service Commercial,49.27897594317421,-123.10129103138601
2404,1220,2021,130,139,KEEFER ST,Vacant,Vacant,49.279764611596924,-123.10108796079338
2405,1224,2021,N/A,145,KEEFER ST,Success Realty & Insurance Ltd.,Service Commercial,49.27975675430825,-123.10066860653527
2406,1230,2021,N/A,208,KEEFER ST,Vacant,Vacant,49.2793035578298,-123.09927481727149
2407,1234,2021,N/A,218,KEEFER ST,Gain Wah Restaurant,Food & Beverage,49.279206771279576,-123.09889321184085
2408,1235,2021,1st Floor,223,KEEFER ST,Po Kong Enterprises,Comparison Goods,49.279725830305345,-123.0988708927267
2409,1238,2021,106,229,KEEFER ST,Pioneer Book Store/Xiang Wang Enterprise Inc,Comparison Goods,49.279719430848296,-123.09855639680505
2410,1242,2021,N/A,232,KEEFER ST,Kent's Kitchen,Food & Beverage,49.27920467483467,-123.09878871696324
2411,1243,2021,N/A,234,KEEFER ST,Good Fortune Jewellery & Antique Ltd,Comparison Goods,49.27920467483467,-123.09878871696324
2412,1244,2021,101,237,KEEFER ST,Kam Che Jade & Gem Co.,Comparison Goods,49.279719430848296,-123.09855639680505
2413,1245,2021,102,237,KEEFER ST,Xiang Wang Enterprises,Convenience Goods,49.279719430848296,-123.09855639680505
2414,1246,2021,N/A,240,KEEFER ST,Vacant,Vacant,49.27920054071525,-123.09857904127908
2415,1250,2021,N/A,247,KEEFER ST,Tong Ren Hong Enterprises Ltd.,Convenience Goods,49.279709147638854,-123.09803287262571
2416,1258,2021,N/A,280,KEEFER ST,Vacant,Vacant,49.27918920987153,-123.09800332536784
2417,1261,2021,N/A,296,KEEFER ST,Oyster Express,Food & Beverage,49.279179854250394,-123.09753204375009
2418,1262,2021,N/A,400,MAIN ST,RBC Royal Bank,Service Commercial,49.28107198525617,-123.09927763967086
2419,1266,2021,106,418,MAIN ST,Tinli Fashions Co,Comparison Goods,49.28079618282512,-123.09921626970008
2420,1268,2021,N/A,436,MAIN ST,Yan Yuan Ye Barber Shop & Salon,Service Commercial,49.28065928458383,-123.09922222215273
2421,1285,2021,N/A,526,MAIN ST,Chinatown Gift Shop,Comparison Goods,49.2799618081478,-123.09924853295472
2422,1291,2021,N/A,536,MAIN ST,Cheung Sing Herbal and Birds Nest Co. Ltd.,Convenience Goods,49.279610299973044,-123.0992641394823
2423,1294,2021,N/A,583,MAIN ST,Virtuous Pie Corp,Food & Beverage,49.279694081247726,-123.10018220385196
2424,1300,2021,N/A,624,MAIN ST,Tosi Italian Food Importer,Convenience Goods,49.279054849914935,-123.09928650373287
2425,1301,2021,N/A,625,MAIN ST,Pacific Poke,Food & Beverage,49.27921964818559,-123.10020322195635
2426,1304,2021,N/A,632,MAIN ST,SECOND BEAUTY SALON,Service Commercial,49.27880634376425,-123.09929681284942
2427,1308,2021,N/A,642,MAIN ST,New Kowloon Salon & Beauty Centre,Service Commercial,49.27880634376425,-123.09929681284942
2428,1310,2021,N/A,681,MAIN ST,HSBC,Service Commercial,49.278857805921234,-123.10021911538236
2429,1313,2021,N/A,708,MAIN ST,Vacant,Vacant,49.27818545988517,-123.09932345419055
2430,1316,2021,N/A,796,MAIN ST,Vacant,Vacant,49.27779636516027,-123.09934017340686
2431,1317,2021,N/A,620,QUEBEC ST,Say Hello Sweets Inc,Convenience Goods,49.27897594317421,-123.10129103138601
2432,1319,2021,N/A,219,UNION ST,The Union,Food & Beverage,49.27790672968135,-123.09863676261683
2433,1324,2021,N/A,237,UNION ST,Bar Gobo,Food & Beverage,49.27790672968135,-123.09863676261683
2434,1328,2021,N/A,245,UNION ST,Crackle Creme,Convenience Goods,49.277855668214144,-123.09774796630656
2435,1329,2021,N/A,247,UNION ST,Vacant,Vacant,49.277855668214144,-123.09774796630656
2436,1332,2021,N/A,261,UNION ST,Vacant,Vacant,49.277885915335425,-123.09748613196504
2437,1334,2021,N/A,5615,HAROLD ST,Kung Fu Noodle,Food & Beverage,49.233548036126145,-123.03539348702367
2438,1335,2021,N/A,5617,HAROLD ST,Collingwood Dental Centre,Service Commercial,49.233548036126145,-123.03539348702367
2439,1337,2021,N/A,5528,JOYCE ST,Eye Protect Optical Ltd,Comparison Goods,49.23347231402155,-123.03606270453004
2440,1344,2021,N/A,5562,JOYCE ST,World Financial,Service Commercial,49.233227151465,-123.03632867981943
2441,1345,2021,N/A,5570,JOYCE ST,Dr Rachel Lee,Service Commercial,49.233151347174996,-123.03640426106175
2442,1346,2021,N/A,3002,KINGSWAY,Print Signs,Service Commercial,49.23565109719499,-123.0421092867278
2443,1351,2021,7,3003,KINGSWAY,Seahouse Fish & Chips,Food & Beverage,49.236198563387596,-123.04141715806503
2444,1354,2021,11,3003,KINGSWAY,The Dome Sports Lounge,Food & Beverage,49.236198563387596,-123.04141715806503
2445,1358,2021,N/A,3030,KINGSWAY,Vacant,Vacant,49.235605247174036,-123.04173842841716
2446,1368,2021,N/A,3147,KINGSWAY,Wafaa Masri Notary Public,Service Commercial,49.23557225431568,-123.03834954179395
2447,1379,2021,N/A,3231,KINGSWAY,Spectrum Society,Service Commercial,49.23501274215466,-123.03693493633048
2448,1380,2021,N/A,3263,KINGSWAY,Vacant,Vacant,49.23474793046569,-123.03636679326075
2449,1381,2021,N/A,3273,KINGSWAY,New Star Idol Hair Design,Service Commercial,49.234637886985645,-123.0361435411399
2450,1382,2021,N/A,3275,KINGSWAY,CoCo Fresh Tea & Juice,Food & Beverage,49.234637886985645,-123.0361435411399
2451,1386,2021,N/A,3297,KINGSWAY,CIBC,Service Commercial,49.23449309062136,-123.03584854908816
2452,1388,2021,N/A,3305,KINGSWAY,Vancity,Service Commercial,49.234284423100235,-123.03549091714969
2453,1393,2021,N/A,3317,KINGSWAY,Something Special,Comparison Goods,49.23407457161108,-123.03503843738378
2454,1395,2021,300,3320,KINGSWAY,Papa John's Pizza,Food & Beverage,49.232945211043685,-123.03492721128686
2455,1398,2021,N/A,3321,KINGSWAY,HM Tax & Accounting Inc.,Service Commercial,49.23399516864392,-123.03486929162045
2456,1402,2021,N/A,3327,KINGSWAY,Vaporline,Convenience Goods,49.23391632265512,-123.03470173883595
2457,1403,2021,N/A,3328,KINGSWAY,Wang's Shanghai Cuisine,Food & Beverage,49.232945211043685,-123.03492721128686
2458,1405,2021,N/A,3333,KINGSWAY,Focus Cash Loans,Service Commercial,49.23384280934051,-123.03457149825286
2459,1412,2021,210,3340,KINGSWAY,Jin's Beauty Hair Salon,Service Commercial,49.232945211043685,-123.03492721128686
2460,1413,2021,220,3340,KINGSWAY,London Square Dental Centre,Service Commercial,49.232945211043685,-123.03492721128686
2461,1417,2021,N/A,3343,KINGSWAY,Good Style Garment,Comparison Goods,49.23367683454737,-123.03428719871941
2462,1420,2021,N/A,3351,KINGSWAY,Vacant,Vacant,49.233620232410004,-123.03417630075862
2463,1425,2021,101,3365,KINGSWAY,Milk & Sugar Cafe,Food & Beverage,49.233412060863216,-123.03372585986926
2464,1430,2021,N/A,3369,KINGSWAY,Garden Produce,Convenience Goods,49.23330835851618,-123.03349912119204
2465,1432,2021,101,3373,KINGSWAY,Phoenix Fashions & Alterations,Service Commercial,49.23320542513072,-123.0332744141884
2466,1433,2021,102,3373,KINGSWAY,King Massage,Service Commercial,49.23320542513072,-123.0332744141884
2467,1436,2021,1,3377,KINGSWAY,BlackBall Original Taiwanese Desserts,Food & Beverage,49.2331020111857,-123.03304891796932
2468,1439,2021,4,3377,KINGSWAY,Li's China Grill,Food & Beverage,49.2331020111857,-123.03304891796932
2469,1441,2021,N/A,3383,KINGSWAY,Signature Styles Hair Salon,Service Commercial,49.232944490399255,-123.03287705519733
2470,1442,2021,N/A,3387,KINGSWAY,Downtown Dogs,Service Commercial,49.23289142151948,-123.03276480432481
2471,1446,2021,N/A,3395,KINGSWAY,Sam's Hair Design,Service Commercial,49.23283820102669,-123.03265390934403
2472,1447,2021,N/A,3396,KINGSWAY,Pine House Bakery,Convenience Goods,49.23269035237023,-123.03378009430863
2473,1448,2021,N/A,3398,KINGSWAY,Money Mart,Service Commercial,49.23269035237023,-123.03378009430863
2474,1450,2021,N/A,3401,KINGSWAY,See Rite Eye Care,Comparison Goods,49.23252028621959,-123.03189441261941
2475,1451,2021,N/A,3410,KINGSWAY,Safeway,Convenience Goods,49.23184257574073,-123.03294263079817
2476,1453,2021,N/A,3419,KINGSWAY,Collingwood Wellness,Service Commercial,49.23252028621959,-123.03189441261941
2477,1455,2021,N/A,3427,KINGSWAY,Perfectworld Holiday,Service Commercial,49.232416036050274,-123.03158223969713
2478,1456,2021,N/A,3429,KINGSWAY,Star Electronics,Comparison Goods,49.232416036050274,-123.03158223969713
2479,1459,2021,N/A,3436,KINGSWAY,B.C. Liquor Store,Convenience Goods,49.23184257574073,-123.03294263079817
2480,1462,2021,N/A,3451,KINGSWAY,Tim Horton's,Food & Beverage,49.23228194478347,-123.03115465099263
2481,1466,2021,N/A,3475,KINGSWAY,Happy Times Travel & Tour,Service Commercial,49.23224339996194,-123.03039894949669
2482,1470,2021,N/A,3485,KINGSWAY,Cattaleya Hair,Service Commercial,49.23228341388274,-123.02977947003552
2483,1471,2021,N/A,3486,KINGSWAY,Chosun Korean Restaurant,Food & Beverage,49.23173369679469,-123.0301576728133
2484,1472,2021,N/A,3487,KINGSWAY,Vacant,Vacant,49.23228341388274,-123.02977947003552
2485,1474,2021,1,3490,KINGSWAY,Subway,Food & Beverage,49.23146089614273,-123.02946668629369
2486,1475,2021,3,3490,KINGSWAY,I Spa Beauty & Relaxation,Service Commercial,49.23146089614273,-123.02946668629369
2487,1476,2021,4,3490,KINGSWAY,JE's Alteration,Service Commercial,49.23146089614273,-123.02946668629369
2488,1478,2021,6,3490,KINGSWAY,OK Vapor Ltd.,Convenience Goods,49.23146089614273,-123.02946668629369
2489,1479,2021,7,3490,KINGSWAY,Futian Dumpling Restaurant,Food & Beverage,49.23146089614273,-123.02946668629369
2490,1484,2021,N/A,3491,KINGSWAY,Vacant,Vacant,49.23228341388274,-123.02977947003552
2491,1485,2021,N/A,3493,KINGSWAY,Vacant,Vacant,49.23228341388274,-123.02977947003552
2492,1486,2021,N/A,3495,KINGSWAY,Digital Planet IT Solution,Comparison Goods,49.23228341388274,-123.02977947003552
2493,1489,2021,N/A,3502,KINGSWAY,Happy Tree House BBQ,Food & Beverage,49.23146664606912,-123.02812728865428
2494,1492,2021,N/A,3511,KINGSWAY,Healingpro Therapeutics Inc.,Service Commercial,49.23236824324072,-123.02874037719039
2495,1496,2021,N/A,3517,KINGSWAY,New Massage,Service Commercial,49.23236824324072,-123.02874037719039
2496,1497,2021,N/A,3518,KINGSWAY,Sorim Acupuncture,Service Commercial,49.23146664606912,-123.02812728865428
2497,1500,2021,N/A,3522,KINGSWAY,Sassy Cuts Kingsway,Service Commercial,49.23146664606912,-123.02812728865428
2498,1504,2021,N/A,3531,KINGSWAY,Kingsway Vacuum Sales,Comparison Goods,49.232375778654976,-123.02843101770557
2499,1506,2021,N/A,3543,KINGSWAY,Africana Market,Convenience Goods,49.23236735366887,-123.02779164974663
2500,1515,2021,N/A,3581,KINGSWAY,Vacant,Vacant,49.23246513584764,-123.02655177172198
2501,1519,2021,N/A,3589,KINGSWAY,Vacant,Vacant,49.23246513584764,-123.02655177172198
2502,1520,2021,N/A,3591,KINGSWAY,Vacant,Vacant,49.23246515384004,-123.02655176349005
2503,1521,2021,N/A,3593,KINGSWAY,Vacant,Vacant,49.23246513584764,-123.02655177172198
2504,1526,2021,N/A,3612,KINGSWAY,Yi Fang Taiwan Fruit Tea,Food & Beverage,49.23191889181187,-123.02598653821337
2505,1527,2021,N/A,3615,KINGSWAY,Minus Cakes and More,Convenience Goods,49.23249052132463,-123.02554254491452
2506,1530,2021,N/A,3622,KINGSWAY,Maya's Hair & Skincare,Service Commercial,49.23191889181187,-123.02598653821337
2507,1531,2021,N/A,3628,KINGSWAY,Pacific Pet Clinic,Service Commercial,49.23191889181187,-123.02598653821337
2508,1532,2021,N/A,3632,KINGSWAY,Kingsway Spine & Muscle Inc.,Service Commercial,49.23191889181187,-123.02598653821337
2509,1533,2021,N/A,3638,KINGSWAY,Happy Family Dental Centre,Service Commercial,49.23191889181187,-123.02598653821337
2510,1536,2021,110,3665,KINGSWAY,Vacant,Vacant,49.23266113501176,-123.02419790429256
2511,1538,2021,120,3665,KINGSWAY,Peaceful Art Studio Vancouver,Comparison Goods,49.23266113501176,-123.02419790429256
2512,1539,2021,128,3665,KINGSWAY,Intention Martial Arts Academy,Entertainment and Leisure,49.23266113501176,-123.02419790429256
2513,1541,2021,150,3665,KINGSWAY,Orijin Yoga,Entertainment and Leisure,49.23266113501176,-123.02419790429256
2514,1549,2021,N/A,5750,TYNE ST,Collingwood Insurance,Service Commercial,49.231358044608186,-123.03125260009051
2515,1556,2021,N/A,880,COMMERCIAL DIV NORTH,Ollies Lifestyle & Culture,Comparison Goods,49.27691955462808,-123.06919883804193
2516,1559,2021,N/A,903,COMMERCIAL DRIVE,Kin Kao Thai Kitchen,Food & Beverage,49.27639773002668,-123.0698573796987
2517,1560,2021,N/A,905,COMMERCIAL DRIVE,Downlow Chicken Shack,Food & Beverage,49.27639773002668,-123.0698573796987
2518,1565,2021,N/A,933,COMMERCIAL DRIVE,Vancouver Donair,Food & Beverage,49.276097079710745,-123.06985845914457
2519,1567,2021,N/A,937,COMMERCIAL DRIVE,Windjammer Restaurant Ltd,Food & Beverage,49.276097079710745,-123.06985845914457
2520,1569,2021,N/A,944,COMMERCIAL DRIVE,Attic Treasures,Comparison Goods,49.27606460010652,-123.06911018496342
2521,1572,2021,N/A,956,COMMERCIAL DRIVE,Tall Tree Physiotherapy,Service Commercial,49.2758840781006,-123.06911374507811
2522,1574,2021,N/A,1002,COMMERCIAL DRIVE,Licorice Parlor,Convenience Goods,49.27561503415468,-123.06914639038608
2523,1577,2021,N/A,1010,COMMERCIAL DRIVE,Dream Cycle,Comparison Goods,49.27552447520112,-123.06914775819817
2524,1582,2021,N/A,1025,COMMERCIAL DRIVE,Eternal Abundance,Convenience Goods,49.27539111178271,-123.06988171205364
2525,1591,2021,N/A,1102,COMMERCIAL DRIVE,Moja Coffee,Food & Beverage,49.2747092107619,-123.06916293573371
2526,1593,2021,N/A,1108,COMMERCIAL DRIVE,Taman To Go,Food & Beverage,49.274618583858505,-123.06916509113921
2527,1595,2021,N/A,1111,COMMERCIAL DRIVE,Arcane Body Arts,Service Commercial,49.27453311925449,-123.06993096900636
2528,1598,2021,N/A,1128,COMMERCIAL DRIVE,Sula Indian Restaurant,Food & Beverage,49.2744377820555,-123.06916865056378
2529,1599,2021,N/A,1134,COMMERCIAL DRIVE,Kulinarya Filipino Eatery,Food & Beverage,49.274347374429325,-123.06916963908259
2530,1601,2021,N/A,1144,COMMERCIAL DRIVE,Portuguese Club Of Vancouver,Service Commercial,49.27425697219057,-123.06917214396339
2531,1602,2021,N/A,1145,COMMERCIAL DRIVE,Reach Community Health Centre,Service Commercial,49.27435231453823,-123.06993483906719
2532,1605,2021,N/A,1161,COMMERCIAL DRIVE,Dilly Dally Kids Store,Comparison Goods,49.27426190498259,-123.06993602964562
2533,1608,2021,N/A,1191,COMMERCIAL DRIVE,Biercraft Commercial,Food & Beverage,49.27408110721582,-123.06992543040252
2534,1613,2021,N/A,1250,COMMERCIAL DRIVE,The Drive Mortgage Store,Service Commercial,49.27329980008185,-123.06917576698213
2535,1614,2021,N/A,1256,COMMERCIAL DRIVE,Artrageous,Comparison Goods,49.27329980008185,-123.06917576698213
2536,1618,2021,N/A,1280,COMMERCIAL DRIVE,Catz Hair,Service Commercial,49.27329980008185,-123.06917576698213
2537,1620,2021,N/A,1301,COMMERCIAL DRIVE,Renzo's Cafe Ltd,Food & Beverage,49.27290844503114,-123.06995340908858
2538,1622,2021,N/A,1303,COMMERCIAL DRIVE,Velveteen Vintage,Comparison Goods,49.27290844503114,-123.06995340908858
2539,1627,2021,N/A,1315,COMMERCIAL DRIVE,William's Coin Laundry,Service Commercial,49.272546552822725,-123.0699600224894
2540,1628,2021,N/A,1317,COMMERCIAL DRIVE,Highlife Music,Comparison Goods,49.272546552822725,-123.0699600224894
2541,1631,2021,N/A,1322,COMMERCIAL DRIVE,Santa Barbara Market,Convenience Goods,49.27256970198954,-123.06917859114816
2542,1632,2021,N/A,1325,COMMERCIAL DRIVE,Karma Optical,Comparison Goods,49.272546552822725,-123.0699600224894
2543,1634,2021,N/A,1342,COMMERCIAL DRIVE,Memphis Blues BBQ,Food & Beverage,49.27243252631591,-123.06918145255315
2544,1637,2021,N/A,1380,COMMERCIAL DRIVE,Famoso Neopolitan Pizzeria,Food & Beverage,49.2722763561843,-123.06916813599629
2545,1640,2021,N/A,1395,COMMERCIAL DRIVE,Unity Tattoo,Service Commercial,49.272275126227065,-123.06996498762298
2546,1641,2021,N/A,1397,COMMERCIAL DRIVE,Alpine Sport and Spine,Service Commercial,49.272275126227065,-123.06996498762298
2547,1642,2021,N/A,1399,COMMERCIAL DRIVE,Livia,Food & Beverage,49.272275126227065,-123.06996498762298
2548,1645,2021,N/A,1407,COMMERCIAL DRIVE,7 Days Smoke Shop,Convenience Goods,49.27191450580354,-123.07027708276203
2549,1646,2021,N/A,1408,COMMERCIAL DRIVE,Harbour Oyster Bar,Food & Beverage,49.2719060901777,-123.06916453213702
2550,1648,2021,N/A,1414,COMMERCIAL DRIVE,Sake Maki,Food & Beverage,49.2719060901777,-123.06916453213702
2551,1654,2021,N/A,1431,COMMERCIAL DRIVE,Viet Family Pho,Food & Beverage,49.27182172681144,-123.06996265554807
2552,1655,2021,N/A,1433,COMMERCIAL DRIVE,Cell Doctor,Service Commercial,49.27173133301835,-123.06996448802111
2553,1657,2021,N/A,1438,COMMERCIAL DRIVE,Vera's On The Drive,Food & Beverage,49.27159498918027,-123.06918637808616
2554,1661,2021,N/A,1458,COMMERCIAL DRIVE,Bonvita Health,Convenience Goods,49.27159498918027,-123.06918637808616
2555,1664,2021,N/A,1472,COMMERCIAL DRIVE,Fig Mart,Convenience Goods,49.27143857129833,-123.06917216098046
2556,1666,2021,N/A,1503,COMMERCIAL DRIVE,Vacant,Vacant,49.2712838506169,-123.06991902841453
2557,1672,2021,N/A,1520,COMMERCIAL DRIVE,B.C. Liquor Store,Convenience Goods,49.27103070519674,-123.06906351705561
2558,1676,2021,N/A,1565,COMMERCIAL DRIVE,The Dime on Commercial,Food & Beverage,49.27080740054453,-123.06994558713097
2559,1680,2021,N/A,1590,COMMERCIAL DRIVE,Ugly Dumpling,Food & Beverage,49.27064719620595,-123.06927508861214
2560,1681,2021,N/A,1601,COMMERCIAL DRIVE,Juniors Pub,Food & Beverage,49.26987799767056,-123.07059722951539
2561,1688,2021,N/A,1623,COMMERCIAL DRIVE,Care Point Medical & Wellness,Service Commercial,49.26987799767056,-123.07059722951539
2562,1691,2021,N/A,1635,COMMERCIAL DRIVE,Tim Horton's,Food & Beverage,49.26987799767056,-123.07059722951539
2563,1694,2021,110,1641,COMMERCIAL DRIVE,Bio Silk Hair Studio,Service Commercial,49.26987799767056,-123.07059722951539
2564,1696,2021,105,1641,COMMERCIAL DRIVE,Chatr Mobile,Service Commercial,49.26987799767056,-123.07059722951539
2565,1698,2021,N/A,1670,COMMERCIAL DRIVE,The Drive Coffee Bar,Food & Beverage,49.26991842357135,-123.0692930711838
2566,1702,2021,N/A,1690,COMMERCIAL DRIVE,Money Tree,Service Commercial,49.26974437242102,-123.06928177949854
2567,1705,2021,N/A,1710,COMMERCIAL DRIVE,Mr Pet's,Comparison Goods,49.26937027370773,-123.06923864786725
2568,1712,2021,N/A,1730,COMMERCIAL DRIVE,Persia Foods,Convenience Goods,49.26909876129993,-123.06924401242685
2569,1715,2021,N/A,1736,COMMERCIAL DRIVE,Take Thai Home,Food & Beverage,49.26900832703364,-123.0692457842031
2570,1716,2021,N/A,1740,COMMERCIAL DRIVE,Vacant,Vacant,49.26900832703364,-123.0692457842031
2571,1717,2021,N/A,1744,COMMERCIAL DRIVE,Pulp Fiction,Comparison Goods,49.26882735695814,-123.06924914889564
2572,1719,2021,N/A,1748,COMMERCIAL DRIVE,Vacant,Vacant,49.26882735695814,-123.06924914889564
2573,1721,2021,N/A,1791,COMMERCIAL DRIVE,La Grotta,Convenience Goods,49.26883323487641,-123.06999777780324
2574,1723,2021,N/A,1803,COMMERCIAL DRIVE,Rufus,Comparison Goods,49.26852700340485,-123.07007031926626
2575,1726,2021,N/A,1815,COMMERCIAL DRIVE,Park Drive,Food & Beverage,49.26835969524628,-123.07007359991535
2576,1727,2021,N/A,1816,COMMERCIAL DRIVE,Vacant UC,Vacant UC,49.268374543590305,-123.06925607816626
2577,1733,2021,N/A,1839,COMMERCIAL DRIVE,East Van Inc.,Service Commercial,49.26835969524628,-123.07007359991535
2578,1735,2021,N/A,1850,COMMERCIAL DRIVE,Vacant,Vacant,49.2679221975743,-123.06926511245344
2579,1737,2021,N/A,1855,COMMERCIAL DRIVE,Nunu's Hair Studio,Service Commercial,49.26805410426673,-123.07013411075357
2580,1738,2021,N/A,1858,COMMERCIAL DRIVE,Spade,Food & Beverage,49.2679221975743,-123.06926511245344
2581,1743,2021,N/A,1885,COMMERCIAL DRIVE,Belgian Fries,Food & Beverage,49.26805410426673,-123.07013411075357
2582,1746,2021,N/A,1906,COMMERCIAL DRIVE,Quidditas,Convenience Goods,49.26759342603068,-123.06928869761941
2583,1749,2021,N/A,1914,COMMERCIAL DRIVE,4 Brother's Pizza,Food & Beverage,49.26738786988036,-123.0692926489384
2584,1752,2021,N/A,1929,COMMERCIAL DRIVE,Chiropractor,Service Commercial,49.26748540411243,-123.07002343530867
2585,1755,2021,N/A,1945,COMMERCIAL DRIVE,Riddim & Spice,Food & Beverage,49.26739812358666,-123.07001619978033
2586,1774,2021,N/A,2057,COMMERCIAL DRIVE,Eugene Shmitsman Denturist,Service Commercial,49.26635624319177,-123.07002907983768
2587,1776,2021,N/A,2062,COMMERCIAL DRIVE,Rinconcito,Food & Beverage,49.26652071120476,-123.06933440280679
2588,1778,2021,N/A,2066,COMMERCIAL DRIVE,Siddhartha's Kitchen,Food & Beverage,49.26652071120476,-123.06933440280679
2589,1782,2021,N/A,2085,COMMERCIAL DRIVE,East Van Dental,Service Commercial,49.26611703385504,-123.07006760343727
2590,1783,2021,N/A,2088,COMMERCIAL DRIVE,Grounds For Coffee,Food & Beverage,49.2661956215638,-123.06934256562121
2591,1786,2021,N/A,2095,COMMERCIAL DRIVE,Tangent Cafe,Food & Beverage,49.26611703385504,-123.07006760343727
2592,1787,2021,N/A,2096,COMMERCIAL DRIVE,Café Deux Soleils,Food & Beverage,49.265972209660625,-123.0693349043191
2593,1788,2021,N/A,2098,COMMERCIAL DRIVE,Vap Distributor (1987) Ltd.,Automotive Goods & Services,49.265972209660625,-123.0693349043191
2594,1791,2021,N/A,2111,COMMERCIAL DRIVE,Vacant,Vacant,49.26584846306306,-123.07004860933603
2595,1792,2021,N/A,2115,COMMERCIAL DRIVE,Pacific One Stop Solutions Ink and Toner Refill,Comparison Goods,49.26576168239728,-123.0700581067675
2596,1793,2021,N/A,2120,COMMERCIAL DRIVE,JQ Clothing,Comparison Goods,49.26560861479677,-123.06932713190876
2597,1794,2021,N/A,2125,COMMERCIAL DRIVE,National Massage Chairs,Comparison Goods,49.26576168239728,-123.0700581067675
2598,1795,2021,N/A,2137,COMMERCIAL DRIVE,Eggs Canna,Convenience Goods,49.265674874204336,-123.0700595934277
2599,1797,2021,N/A,2160,COMMERCIAL DRIVE,Canada Post Distribution Centre,Service Commercial,49.265298387578255,-123.06907147020944
2600,1805,2021,N/A,2235,COMMERCIAL DRIVE,Vape Street,Convenience Goods,49.26449239702573,-123.0701015400163
2601,1808,2021,N/A,2242,COMMERCIAL DRIVE,Elsa Hair Salon,Service Commercial,49.264509085147566,-123.06933043656784
2602,1809,2021,N/A,2245,COMMERCIAL DRIVE,Cashmart Payday Loan,Service Commercial,49.26440222257399,-123.07010341214922
2603,1813,2021,N/A,2270,COMMERCIAL DRIVE,B House Restaurant,Food & Beverage,49.264509085147566,-123.06933043656784
2604,1814,2021,N/A,2277,COMMERCIAL DRIVE,Vacant,Vacant,49.26416080413536,-123.07009561360888
