id,type,street_count,longitude,latitude,neighbors,crime_count,stores_count,transit_count,rapid_transit_count,schools_count,retail_count,crime_reach,store_reach,transit_reach,rapid_transit_reach,schools_reach,retail_reach
1565,Junction,3,-123.1420963,49.20855202,"[(1591, 56.54282088, 1700), (1560, 5.390616385, 1701), (1569, 220.3341, 10683)]",8,1,0,0,0,1,0.03114883471726396,0.18619747130329115,0.17341842380904038,0.0,0.24345773736104326,0.09003948896799187
1566,Junction,4,-123.1423039,49.28896988,"[(1612, 109.9579978, 414), (1545, 60.03753137, 737), (1632, 160.8953818, 2264), (1519, 140.736052, 2466)]",42,0,0,0,0,0,0.06128029240133034,0.24246945298518963,0.15328567247766386,0.0,0.19838748119255453,0.09181872697317604
1567,Junction,3,-123.1421867,49.25571221,"[(1642, 130.9123646, 1818), (1490, 157.2812106, 1832), (1516, 207.6527522, 6020)]",1,0,0,0,0,0,0.0035219812847416734,0.08021803394282175,0.11968794335606911,0.0,0.08316180849381027,0.04244077016998136
1568,Junction,4,-123.1421371,49.24293785,"[(1688, 232.6769829, 1666), (1508, 126.0372481, 1875), (1606, 153.1710935, 7689), (1557, 115.353946, 7759)]",3,0,0,0,0,0,0.006779743960827329,0.0,0.11948746882144555,0.0,0.13885438395543462,0.0
1569,Junction,3,-123.1420184,49.21053333,"[(1636, 114.8942755, 1696), (1505, 116.0442206, 1697), (1565, 220.3341, 10683)]",16,0,0,0,0,0,0.033560514953064495,0.22159997157008937,0.1873264062954401,0.0,0.2927276079594289,0.08497331533607022
1570,Junction,4,-123.1420399,49.2380892,"[(1677, 189.007221, 1673), (1492, 159.7514674, 1877), (1551, 110.5925071, 8343), (1603, 87.91271972, 8406)]",3,0,0,0,0,0,0.006389413719819019,0.0,0.18759975111817076,0.0,0.1625772609729319,0.009181411154085066
1572,Junction,4,-123.1418787,49.22172412,"[(1658, 134.0621041, 1684), (1504, 131.7142373, 1895), (1574, 263.8594766, 9564)]",2,0,0,0,0,0,0.00981231301967192,0.004098755944788899,0.1186755545774754,0.0,0.017574289373810018,0.004857554653010759
1573,Junction,3,-123.1418814,49.23565709,"[(1596, 43.57084872, 1879), (1485, 202.4362383, 1880), (1533, 186.4806058, 8589)]",0,0,0,0,0,0,0.0035764265684644415,0.003462501157338182,0.24447367307201714,0.0,0.2874657670004786,0.015285276457631697
1574,Junction,4,-123.1417841,49.22409679,"[(1663, 134.0800392, 1683), (1506, 134.763402, 1893), (1576, 321.0360139, 9397), (1572, 263.8594766, 9564)]",5,0,0,0,0,0,0.007837231099200884,0.0,0.1403537749977838,0.0,0.0,0.0013241981887018325
1575,Junction,3,-123.1418387,49.28310145,"[(1629, 109.9526915, 1082), (1635, 120.6906873, 1547), (1548, 173.4923486, 1739)]",42,0,2,0,0,0,0.046295577280871546,0.1153994658728024,0.19624923339461126,0.0,0.061847782266386535,0.04819990224281452
1576,Junction,4,-123.1416683,49.22698359,"[(1664, 134.0326336, 1680), (1511, 138.4002596, 1889), (1580, 199.4528549, 9257), (1574, 321.0360139, 9397)]",1,0,1,0,0,0,0.006657646939059566,0.0,0.2314977774757164,0.0,0.009769171784729086,0.0020903289244714337
1577,Junction,4,-123.1417942,49.28724801,"[(1608, 49.95388911, 683), (1562, 58.53483457, 885), (1657, 160.8275406, 1975), (1561, 61.44725563, 2197)]",47,11,2,0,0,0,0.11694174476029685,0.31482638994641643,0.22660389908133655,0.0,0.22772206447366175,0.11883557538167772
1578,Junction,2,-123.1418079,49.29283288,"[(1645, 135.3730882, 2825), (1659, 124.0508294, 10456)]",4,0,0,0,0,0,0.016802354682800693,0.1287044104179333,0.0615494019225835,0.0,0.1299544984606464,0.04483045243058949
1579,Junction,3,-123.1415464,49.20421745,"[(1759, 320.6637443, 1302), (1547, 79.40994482, 1704), (1586, 47.91019161, 10975)]",0,0,0,0,0,0,0.00046674917759255316,0.0010658244292754424,0.027161822220230173,0.0,0.1019838689177236,0.03623453263619798
1580,Junction,4,-123.1416069,49.22877727,"[(1666, 134.0200113, 1679), (1518, 138.1119747, 1887), (1583, 206.7625337, 9132), (1576, 199.4528549, 9257)]",7,0,0,0,0,0,0.006899977242045312,0.0,0.2064528693255232,0.0,0.01521517996240165,0.003094113384702245
1581,Junction,3,-123.1416121,49.24535422,"[(1508, 262.9290616, 7550), (1582, 12.73856523, 7569), (1598, 70.33171237, 7571)]",3,0,0,0,0,0,0.006805193239809509,0.0,0.12143762454028471,0.0,0.3409429273150245,0.0
1582,Junction,4,-123.1416107,49.2454688,"[(1692, 175.5642899, 1664), (1499, 168.1618859, 1873), (1584, 117.5373278, 7456), (1581, 12.73856523, 7569)]",3,0,0,0,0,0,0.0069225602950448595,0.0,0.12684662586972237,0.0,0.3520242279528487,0.0
1583,Junction,4,-123.1415429,49.23063668,"[(1668, 134.0760693, 1678), (1527, 137.7607207, 1885), (1587, 206.8591925, 8813), (1580, 206.7625337, 9132)]",3,0,0,0,0,0,0.00743060897317536,0.0001250501743696544,0.20726058134140843,0.0,0.11120497833723494,0.007266992229273632
1584,Junction,4,-123.1415725,49.24652578,"[(1693, 175.3116424, 1663), (1488, 202.9800702, 1872), (1585, 102.2838051, 7355), (1582, 117.5373278, 7456)]",0,0,0,0,0,0,0.005070211797436805,0.0,0.13784206752502154,0.0,0.443246150610437,0.0
1585,Junction,4,-123.1415396,49.24744559,"[(1695, 175.0691741, 1624), (1484, 230.2769006, 1822), (1588, 102.351924, 7271), (1584, 102.2838051, 7355)]",0,0,0,0,0,0,0.0036876561476472864,0.0,0.15592300671084144,0.0,0.5156202263068806,0.0
1586,Junction,2,-123.1414147,49.20463969,"[(1579, 47.91019161, 10975)]",0,0,0,0,0,2,0.0003497070532099056,0.0001518462872132819,0.020610333996370397,0.0,0.08520519113665939,0.032404771084666974
1587,Junction,4,-123.1414797,49.23249697,"[(1669, 134.1322539, 1677), (1530, 137.3575755, 1883), (1590, 206.4297221, 8661), (1583, 206.8591925, 8813)]",2,0,0,0,0,0,0.004821118175528496,0.0028457207910103713,0.2446900286248151,0.0,0.12588418771763193,0.013709479059831888
1588,Junction,3,-123.141506,49.24836601,"[(1697, 174.790945, 1662), (1589, 120.1208275, 7165), (1585, 102.351924, 7271)]",1,0,0,0,2,0,0.00330653566349473,0.0,0.169794707572963,0.0,0.5790489782527399,0.0
1589,Junction,4,-123.1414666,49.24944621,"[(1699, 174.5919807, 1711), (1487, 230.281056, 1910), (1597, 158.1034831, 6726), (1588, 120.1208275, 7165)]",3,0,0,0,0,0,0.004485181153376672,0.0,0.19243415204607148,0.0,0.6252694554280414,0.0
1590,Junction,4,-123.1414151,49.23435337,"[(1670, 134.1727241, 1676), (1534, 137.0715899, 1881), (1596, 122.4580744, 8609), (1587, 206.4297221, 8661)]",0,0,3,0,0,0,0.007518411299022799,0.00881974354873612,0.30193396225388164,0.0,0.22982011705360972,0.02092736754583566
1591,Junction,3,-123.1413202,49.20854057,"[(1631, 59.20516527, 1699), (1565, 56.54282088, 1700)]",16,6,0,0,0,1,0.03336182383194454,0.20539551368314982,0.1917905195024123,0.0,0.26356638561990675,0.09356397069536578
1592,Junction,4,-123.1415533,49.29126766,"[(1550, 110.0606556, 458), (1661, 140.6279671, 2459), (1645, 109.9494223, 10814)]",8,0,0,0,0,0,0.034128680068674255,0.1863619422008798,0.08617505062186938,0.0,0.182756050727186,0.07017377593116426
1593,Junction,3,-123.1414417,49.25425623,"[(1707, 189.6931633, 1541), (1517, 173.8576047, 1733), (1516, 157.4109195, 1734)]",5,0,0,0,0,0,0.003984042324482477,0.04535405356769353,0.123440235009405,0.0,0.18705542307049833,0.02406241346655822
1595,Junction,3,-123.1414773,49.27089021,"[(1656, 106.4920425, 1661), (1543, 142.6028807, 1871), (1628, 148.3082786, 2025)]",13,0,0,0,0,4,0.027261543772594158,0.16928968003399092,0.16974268556566577,0.0,0.09986721112871644,0.269889936888669
1596,Junction,4,-123.1413741,49.23545458,"[(1672, 134.5072408, 1675), (1573, 43.57084872, 1879), (1624, 175.8979399, 8564), (1590, 122.4580744, 8609)]",2,0,0,0,0,0,0.004966676793922619,0.0028233625757703284,0.26442128310540575,0.0,0.3068536182066835,0.016151447815579416
1597,Junction,4,-123.1414141,49.25086797,"[(1702, 174.5880558, 1617), (1495, 202.1608154, 1809), (1600, 101.0765206, 6615), (1589, 158.1034831, 6726)]",2,0,0,0,0,0,0.005726373978548786,0.00309641203514437,0.16897270755567878,0.0,0.5692365996967245,0.0014115332626629907
1598,Psudo,2,-123.1413362,49.2447485,"[(1602, 24.87322742, 7567), (1581, 70.33171237, 7571)]",0,0,0,0,0,0,0.006075066754911723,0.0,0.1038384436296922,0.0,0.2812933800366787,0.0
1600,Junction,3,-123.1413446,49.25177023,"[(1705, 173.1112126, 1544), (1564, 104.7127028, 6527), (1597, 101.0765206, 6615)]",1,0,0,0,0,0,0.0037495671143110603,0.009012037195100096,0.1539636666039865,0.0,0.5091293364012286,0.004616854326623825
1602,Psudo,2,-123.1412743,49.24452849,"[(1606, 40.67028, 7566), (1598, 24.87322742, 7567)]",2,0,0,0,0,0,0.0060806983069114405,0.0,0.10649722787915203,0.0,0.25310543611139547,0.0
1603,Junction,3,-123.1412518,49.23750891,"[(1533, 175.9469362, 1736), (1570, 87.91271972, 8406), (1624, 74.39159214, 8408)]",1,0,0,0,0,0,0.004328118195774345,0.0,0.20207412903771474,0.0,0.2041608492053718,0.011338694891891083
1604,Psudo,2,-123.1412625,49.25660789,"[(1642, 107.1691992, 5590), (1605, 28.01278362, 5592)]",0,0,0,0,0,0,0.008759522007303703,0.12115926755154663,0.16253723421624386,0.0,0.13385379568493946,0.06351576338989944
1605,Junction,3,-123.1412578,49.25685985,"[(1512, 194.4691906, 1743), (1607, 25.28368014, 5591), (1604, 28.01278362, 5592)]",1,0,0,0,0,0,0.010696622204745867,0.13252421800293673,0.17557830587516046,0.0,0.1501071662903876,0.06992085794903889
1606,Junction,3,-123.1412137,49.24416492,"[(1602, 40.67028, 7566), (1691, 191.4005375, 7584), (1568, 153.1710935, 7689)]",2,0,0,0,0,0,0.006390005300721733,0.0,0.11978196273741067,0.0,0.22332782449917812,0.0
1607,Junction,4,-123.1412474,49.25708718,"[(1709, 179.090728, 1660), (1514, 172.7108653, 1870), (1609, 104.3543282, 5397), (1605, 25.28368014, 5591)]",4,0,0,0,0,0,0.012553179037302038,0.14323131574986367,0.18892441167745405,0.0,0.16122255979170153,0.07567821215732921
1608,Junction,3,-123.1413111,49.28756749,"[(1632, 60.06797278, 682), (1577, 49.95388911, 683), (1556, 117.5415763, 2252)]",16,9,1,0,0,4,0.10755334728919065,0.3275255163532781,0.21980531887292232,0.0,0.25665031531871246,0.12409341415771204
1609,Junction,3,-123.1412128,49.25802559,"[(1710, 179.0818275, 1659), (1611, 102.3422094, 5206), (1607, 104.3543282, 5397)]",2,0,0,0,0,0,0.017852224898450904,0.1987415009912178,0.19962096932002502,0.0,0.21882955942702795,0.10637521331848063
1610,Junction,4,-123.1412857,49.28552726,"[(1563, 109.9422727, 852), (1657, 109.9847003, 867), (1671, 160.9292928, 1742), (1555, 121.666257, 1962)]",18,0,0,0,0,0,0.10613312822329168,0.22030217098575355,0.2146413220076096,0.0,0.18163219018074758,0.08666219908267417
1611,Junction,4,-123.1411785,49.25894591,"[(1711, 179.0906594, 1658), (1523, 172.5627704, 1868), (1613, 102.3392716, 4787), (1609, 102.3422094, 5206)]",7,0,0,0,0,0,0.02332930764946224,0.2515607202721187,0.21214024797642897,0.0,0.2812577367872238,0.13660812280392728
1612,Junction,4,-123.1412422,49.28967419,"[(1566, 109.9579978, 414), (1661, 109.9926747, 527), (1673, 160.9662319, 2190), (1550, 140.6283489, 2384)]",14,0,0,0,0,0,0.06124222050135332,0.263397138437755,0.14743172456078507,0.0,0.26187831675317497,0.10111071483064621
1613,Junction,4,-123.1411447,49.2598662,"[(1712, 179.1500721, 1657), (1528, 172.5231761, 1867), (1614, 104.5007182, 4575), (1611, 102.3392716, 4787)]",7,0,0,0,0,0,0.031528848774001784,0.3022012020709876,0.23687311043191156,0.0,0.3778217828021857,0.1659341894346527
1614,Junction,4,-123.1411098,49.26080593,"[(1714, 179.1629396, 1656), (1529, 172.4492823, 1866), (1615, 104.51461, 4367), (1613, 104.5007182, 4575)]",14,0,0,0,0,0,0.032223791465531164,0.35517612704091434,0.264707404279769,0.0,0.5118061333734997,0.19908705829700094
1615,Junction,4,-123.1410745,49.26174578,"[(1716, 179.1394886, 1655), (1531, 172.4590583, 1865), (1616, 102.3419894, 4163), (1614, 104.51461, 4367)]",6,0,0,0,0,0,0.039099911270780746,0.41288036683707713,0.279817140577808,0.0,0.6412836517862393,0.23609254926691325
1616,Junction,4,-123.1410403,49.26266609,"[(1719, 179.1394843, 1654), (1532, 172.450102, 1864), (1618, 107.3932452, 3964), (1615, 102.3419894, 4163)]",20,0,1,0,0,0,0.04538494939511053,0.46722095194102103,0.29960812458388136,0.0,0.7593460875340988,0.2725673697527641
1617,Junction,3,-123.1408623,49.20515241,"[(1553, 131.2945116, 1642), (1626, 19.4153727, 1643)]",1,0,0,0,0,0,0.012715328479848097,0.09452654138540782,0.17140693957502418,0.0,0.13413531005457838,0.060522571718727616
1618,Junction,4,-123.1410042,49.26363183,"[(1720, 179.1781318, 1707), (1535, 172.3475146, 1908), (1619, 101.3204035, 3765), (1616, 107.3932452, 3964)]",34,19,4,0,3,9,0.058427773679898876,0.5218556912621934,0.3238645497853162,0.0,0.820554461128819,0.321965787879045
1619,Junction,4,-123.1409685,49.26454292,"[(1722, 179.0734786, 1706), (1536, 172.5194107, 1907), (1620, 93.18288931, 3560), (1618, 101.3204035, 3765)]",8,5,0,0,0,1,0.04665610459863387,0.48709610730116026,0.31853774923946787,0.0,0.7475868268429884,0.3343651011330025
1620,Junction,4,-123.1409385,49.26538089,"[(1724, 179.2231898, 1705), (1537, 172.4492556, 1906), (1621, 93.22714588, 3343), (1619, 93.18288931, 3560)]",14,0,0,0,0,4,0.03732436091450277,0.44050918203671696,0.32063007405099436,0.0,0.6580037937535899,0.3376459594136388
1621,Junction,4,-123.1409072,49.26621923,"[(1725, 179.2390678, 1698), (1538, 172.4655771, 1904), (1622, 95.48988735, 3100), (1620, 93.22714588, 3343)]",12,0,0,0,0,7,0.03520979331944694,0.39689982747223845,0.32582861288337156,0.0,0.5377154341340799,0.34466187095854733
1622,Junction,4,-123.1408742,49.26707791,"[(1539, 172.5255282, 1898), (1623, 95.25758918, 2888), (1621, 95.48988735, 3100)]",9,0,0,0,0,0,0.029910962514257455,0.3562822751819952,0.29961228636862947,0.0,0.4173823844953849,0.3535077019308671
1623,Junction,4,-123.1408429,49.26793453,"[(1701, 127.4135757, 1682), (1546, 142.9054904, 1891), (1625, 98.05674957, 2426), (1622, 95.25758918, 2888)]",10,3,3,0,0,1,0.03722219188366261,0.33589676290760606,0.3054417038050375,0.0,0.314535486623661,0.3733973361693103
1624,Junction,3,-123.1407393,49.23694646,"[(1634, 32.90624393, 8407), (1603, 74.39159214, 8408), (1596, 175.8979399, 8564)]",0,0,0,0,0,0,0.004268800793826117,0.0,0.2263865583795516,0.0,0.23595981298827187,0.013283682304361558
1625,Junction,4,-123.1408105,49.26881628,"[(1730, 179.2433002, 1674), (1541, 172.4292694, 1878), (1628, 98.07433367, 2225), (1623, 98.05674957, 2426)]",17,0,0,0,0,9,0.03980595475239968,0.2590766023541815,0.2742346009569145,0.0,0.2268552340179325,0.35590529089827483
1626,Junction,3,-123.1406284,49.20506864,"[(1784, 306.4879214, 1445), (1617, 19.4153727, 1643), (1627, 80.4300446, 10780)]",8,0,1,0,0,3,0.013490729778863389,0.10119524102192436,0.180870427485317,0.0,0.15540840152037885,0.06319434378940016
1627,Junction,3,-123.1406029,49.20579194,"[(1680, 96.76654069, 1499), (1630, 141.8981888, 10769), (1626, 80.4300446, 10780)]",3,0,1,0,0,1,0.019167334106246145,0.12625757027790815,0.19150026488429683,0.0,0.17991096864974024,0.07159429900949112
1628,Junction,4,-123.1407762,49.2696981,"[(1742, 213.3686942, 1665), (1542, 172.4853108, 1874), (1595, 148.3082786, 2025), (1625, 98.07433367, 2225)]",32,0,2,0,0,14,0.04052978152322183,0.19921684755379682,0.23672701851111067,0.0,0.15493796210232594,0.32638254309504117
1629,Junction,4,-123.1407789,49.28380682,"[(1671, 110.0483318, 855), (1575, 109.9526915, 1082), (1676, 120.959931, 1606), (1563, 160.7337966, 1800)]",10,0,0,0,0,0,0.06091521341682516,0.14384836505030496,0.2055557493176825,0.0,0.08367550273349136,0.05838557223074925
1630,Junction,4,-123.1405579,49.20706801,"[(1683, 96.60538739, 1497), (1558, 120.8397321, 1702), (1631, 162.4296283, 10740), (1627, 141.8981888, 10769)]",22,9,2,0,0,2,0.03316446815447786,0.1738802861141293,0.19953610757451112,0.0,0.2104155342789039,0.08363895487999908
1631,Junction,3,-123.1405075,49.20852874,"[(1591, 59.20516527, 1699), (1633, 9.993882179, 10665), (1630, 162.4296283, 10740)]",9,10,1,0,0,8,0.03805394360635324,0.22405447494796019,0.21464433508356606,0.0,0.29243099949103,0.0983935487453346
1632,Junction,4,-123.1407309,49.28795206,"[(1673, 109.9958493, 413), (1608, 60.06797278, 682), (1700, 160.8463195, 2059), (1566, 160.8953818, 2264)]",27,11,0,0,0,7,0.10593118516884056,0.3440596252379481,0.2126606497757944,0.0,0.2903478863055314,0.1303832855485469
1633,Junction,3,-123.1405045,49.20861862,"[(1687, 96.84813444, 1495), (1636, 210.0391882, 10664), (1631, 9.993882179, 10665)]",3,11,1,0,0,7,0.03780250511120113,0.2265389643092662,0.21748787048422624,0.0,0.29416371283974607,0.09915733423599142
1634,Psudo,2,-123.1405372,49.23668873,"[(1624, 32.90624393, 8407), (1674, 91.42903093, 8473)]",0,0,0,0,0,0,0.004658438727006077,0.0,0.23486993742213852,0.0,0.25512702160769635,0.014230874630740995
1635,Junction,3,-123.1406583,49.28233836,"[(1676, 109.9094582, 1186), (1681, 120.6394009, 1310), (1575, 120.6906873, 1547)]",8,0,0,0,0,0,0.03649009905143841,0.10884012952691326,0.20016326289889044,0.0,0.039524582844642574,0.04414504524916472
1636,Junction,3,-123.1404414,49.21050753,"[(1569, 114.8942755, 1696), (1637, 41.31301635, 10643), (1633, 210.0391882, 10664)]",35,14,1,0,0,2,0.04707737056604913,0.2583484601051383,0.22840567192857147,0.0,0.3810358126725637,0.09681102911323343
1637,Junction,3,-123.1404293,49.21087906,"[(1690, 95.03768747, 1492), (1638, 53.59518714, 10642), (1636, 41.31301635, 10643)]",9,4,0,0,0,1,0.04827042495466363,0.2591678400718401,0.2327280002348361,0.0,0.4068756337852213,0.09564756085182073
1638,Junction,3,-123.1404131,49.21136105,"[(1507, 230.8528032, 1695), (1639, 98.72239874, 10614), (1637, 53.59518714, 10642)]",10,19,1,0,0,9,0.0450582717985568,0.25732305025042784,0.23357158195599917,0.0,0.3806551956666319,0.09259442367729176
1639,Junction,3,-123.1403826,49.21224886,"[(1510, 230.6331626, 1694), (1640, 98.87875355, 10597), (1638, 98.72239874, 10614)]",19,16,1,0,0,9,0.03889017872157333,0.24554720137888708,0.24339585072643144,0.0,0.3334286668624287,0.08460951043848461
1640,Junction,4,-123.1403535,49.2131381,"[(1696, 97.87024311, 1490), (1513, 230.323683, 1693), (1641, 95.10650919, 10309), (1639, 98.87875355, 10597)]",22,14,2,0,0,6,0.03364383274628154,0.22406943550245725,0.2552247988782351,0.0,0.2939462685690124,0.07575431899124876
1641,Junction,3,-123.1403234,49.21399338,"[(1515, 230.1857377, 1692), (1643, 104.174801, 10268), (1640, 95.10650919, 10309)]",10,10,2,0,0,3,0.02420285386898611,0.19651372987740728,0.2398515138765299,0.0,0.2708277915232473,0.0652481017837727
1642,Junction,3,-123.1404203,49.25587577,"[(1708, 145.7144806, 1620), (1567, 130.9123646, 1818), (1604, 107.1691992, 5590)]",3,0,0,0,0,0,0.00974359522737644,0.1301736031282733,0.1624494656571947,0.0,0.10252597714812184,0.06818720167885102
1643,Junction,3,-123.1402902,49.21493021,"[(1522, 230.0655589, 1691), (1644, 11.60094998, 10213), (1641, 104.174801, 10268)]",1,0,0,0,0,0,0.017087996837303995,0.16192240172466746,0.22443389725939938,0.0,0.24558830258874698,0.05373712993416131
1644,Junction,3,-123.1402868,49.21503454,"[(1698, 95.04445605, 1488), (1647, 94.0245542, 10212), (1643, 11.60094998, 10213)]",2,0,1,0,1,0,0.01666332590381379,0.15794858305104512,0.22296954091763005,0.0,0.2429234680866197,0.05248155979077803
1645,Junction,4,-123.1404915,49.29197178,"[(1704, 140.7065381, 2370), (1578, 135.3730882, 2825), (1685, 109.8559189, 10337), (1592, 109.9494223, 10814)]",26,0,0,0,0,0,0.039010324145774745,0.19372883312149453,0.0892543835072073,0.0,0.1900030712694076,0.06979912208669892
1647,Junction,3,-123.140258,49.2158801,"[(1524, 229.7928763, 1690), (1648, 100.9783494, 10176), (1644, 94.0245542, 10212)]",3,0,1,0,0,0,0.013022799908505677,0.1259832813588693,0.2105549988398221,0.0,0.2178409697643176,0.04240459678576133
1648,Junction,3,-123.140225,49.21678817,"[(1525, 232.0542939, 1689), (1650, 64.29286716, 10140), (1647, 100.9783494, 10176)]",3,0,2,0,0,0,0.015215069711374294,0.0946735598998884,0.19634885565184831,0.0,0.17109603122097644,0.033288875577784954
1649,Junction,3,-123.1402023,49.21740776,"[(1743, 174.6911447, 1485), (1651, 106.4366561, 10089), (1650, 4.60791085, 10090)]",7,0,0,0,0,0,0.01873909205241386,0.0756664729199669,0.1894774543987254,0.0,0.17687068057793787,0.027792486334102025
1650,Junction,4,-123.140202,49.21736631,"[(1703, 102.6264422, 1429), (1498, 271.2248271, 1687), (1649, 4.60791085, 10090), (1648, 64.29286716, 10140)]",5,0,0,0,0,0,0.01862053022009313,0.0769023347499922,0.1900549077522767,0.0,0.1786533034106696,0.02818269042501972
1651,Junction,3,-123.1401661,49.21836489,"[(1746, 174.5152415, 1484), (1652, 12.44757249, 10047), (1649, 106.4366561, 10089)]",7,0,0,0,0,0,0.022327683735962996,0.05117935220384401,0.17584026581355094,0.0,0.12551895158621368,0.02041904846970689
1652,Junction,3,-123.1401624,49.21847683,"[(1500, 265.9266283, 1686), (1653, 96.5546337, 10046), (1651, 12.44757249, 10047)]",1,0,0,0,0,0,0.022629469070636506,0.04904519244587115,0.17431819379805988,0.0,0.12189512856511496,0.01986197426666955
1653,Junction,4,-123.140132,49.21934514,"[(1748, 174.5723745, 1483), (1501, 265.9736361, 1685), (1654, 60.83963006, 10005), (1652, 96.5546337, 10046)]",22,0,1,0,0,0,0.024187936726090008,0.03538052146918084,0.16401976952595262,0.0,0.09397489444938384,0.016421752288704555
1654,Junction,3,-123.1401098,49.21989221,"[(1750, 174.5791858, 1482), (1655, 100.6062621, 9966), (1653, 60.83963006, 10005)]",5,0,1,0,0,2,0.02202434239584888,0.02483309668851907,0.1587676936275823,0.0,0.07741586300047243,0.013140283743936092
1655,Junction,3,-123.1400737,49.22079688,"[(1752, 174.5650572, 1481), (1658, 100.5226869, 9909), (1654, 100.6062621, 9966)]",5,0,1,0,0,0,0.01817533249204028,0.013251850133266144,0.1557093798909153,0.0,0.053404817748740945,0.008742508028509774
1656,Junction,3,-123.1402098,49.27136944,"[(1783, 333.0324917, 1609), (1595, 106.4920425, 1661)]",12,0,0,0,0,0,0.016745638627967564,0.10900037004400555,0.12587324114912288,0.0,0.05634476680143288,0.2303026683754817
1657,Junction,4,-123.140222,49.28623056,"[(1700, 109.9476019, 665), (1610, 109.9847003, 867), (1718, 160.9382744, 1754), (1577, 160.8275406, 1975)]",116,16,1,0,0,14,0.1338677830499233,0.29160528508911654,0.24201459057301794,0.0,0.22804112454714143,0.11218001909855178
1658,Junction,4,-123.140038,49.22170081,"[(1754, 174.5766544, 1480), (1572, 134.0621041, 1684), (1660, 100.5384568, 9614), (1655, 100.5226869, 9909)]",11,0,1,0,0,0,0.014700237454418124,0.006233817616866061,0.15710563677026565,0.0,0.034595974558238714,0.0057256650707881674
1659,Junction,3,-123.1402335,49.29319523,"[(1685, 82.16480536, 2901), (1738, 158.8685452, 10455), (1578, 124.0508294, 10456)]",3,0,0,0,0,0,0.022804953906157843,0.15888262367208797,0.07943380864288713,0.0,0.10766639557029363,0.05435249843561235
1660,Junction,3,-123.1400018,49.22260487,"[(1756, 174.4906766, 1479), (1658, 100.5384568, 9614), (1662, 100.5385007, 9637)]",2,0,1,0,0,0,0.011971438852820787,0.0015175401532464905,0.1591141236390197,0.0,0.021038112306140794,0.0034054460800420757
1661,Junction,4,-123.1401788,49.29037781,"[(1612, 109.9926747, 527), (1721, 160.9046734, 2258), (1592, 140.6279671, 2459), (1704, 109.952669, 10862)]",13,0,0,0,0,0,0.05565446718149655,0.2805429007592798,0.14147159053589872,0.0,0.26084537688555703,0.10658550533503504
1662,Junction,3,-123.1399657,49.22350893,"[(1757, 174.4806299, 1329), (1663, 62.79092384, 9587), (1660, 100.5385007, 9637)]",2,0,0,0,0,0,0.010829931410622402,0.0,0.16879307637928653,0.0,0.01201023081404122,0.0024515475216237664
1663,Junction,4,-123.139943,49.22407355,"[(1760, 174.4567557, 1478), (1574, 134.0800392, 1683), (1664, 321.0206246, 9399), (1662, 62.79092384, 9587)]",10,0,1,0,0,0,0.010682359642419037,0.0,0.17721693054877433,0.0,0.0,0.002067945342147223
1664,Junction,4,-123.1398278,49.22696023,"[(1764, 174.893784, 1475), (1576, 134.0326336, 1680), (1665, 102.6015842, 9337), (1663, 321.0206246, 9399)]",7,0,3,0,0,0,0.00645979297639483,0.0,0.26118344164426927,0.0,0.010419151126986085,0.0045328987723689896
1665,Junction,3,-123.139796,49.22788292,"[(1766, 174.6541291, 1474), (1666, 96.29882763, 9292), (1664, 102.6015842, 9337)]",0,0,1,0,0,0,0.0061491727730321796,0.0,0.24484990535313073,0.0,0.018734062700191102,0.004932136864919797
1666,Junction,4,-123.1397667,49.22874894,"[(1768, 174.8078106, 1473), (1580, 134.0200113, 1679), (1667, 105.462858, 9226), (1665, 96.29882763, 9292)]",2,0,1,0,0,0,0.007988987190834441,0.0,0.23534011028357,0.0,0.05949902360692868,0.005697358483146592
1667,Junction,3,-123.1397337,49.22969736,"[(1770, 174.6184486, 1472), (1668, 101.2980506, 9174), (1666, 105.462858, 9226)]",2,0,1,0,0,0,0.009117136747691901,0.0,0.2353020013652895,0.0,0.09899968886015058,0.007995724094523359
1668,Junction,4,-123.1397019,49.23060832,"[(1734, 116.7008727, 1471), (1583, 134.0760693, 1678), (1669, 206.8604558, 8818), (1667, 101.2980506, 9174)]",8,0,1,0,0,0,0.009953066415511365,0.0,0.2408364998172744,0.0,0.15307685598364107,0.010725417159052553
1669,Junction,4,-123.1396378,49.2324686,"[(1735, 116.6475931, 1469), (1587, 134.1322539, 1677), (1670, 206.4038087, 8669), (1668, 206.8604558, 8818)]",4,0,2,0,0,0,0.00804169952872894,0.0,0.2791273421324776,0.0,0.23247612778928767,0.016376976188261047
1670,Junction,4,-123.1395726,49.23432477,"[(1737, 116.5161587, 1468), (1590, 134.1727241, 1676), (1672, 116.6435816, 8620), (1669, 206.4038087, 8669)]",12,0,2,0,0,9,0.012105928135543375,0.0026430071812918758,0.341478400503628,0.0,0.3293834023855352,0.019874970870162184
1671,Junction,4,-123.1397126,49.28450915,"[(1629, 110.0483318, 855), (1718, 109.9430204, 874), (1723, 120.674165, 1550), (1610, 160.9292928, 1742)]",19,0,0,0,0,0,0.08357573990810918,0.2157413947724788,0.23155252799160528,0.0,0.1208622915805899,0.08586548410826018
