id,unit,civic_number,street_name,name,category,latitude,longitude,junction_id,junction_dst
8192,N/A,3204,W BROADWAY,Hai Di Lao,Food & Beverage,49.26395058131526,-123.176195793136,602,70.4558216875884
8193,N/A,3205,W BROADWAY,Olympia Pizza,Food & Beverage,49.264470722682056,-123.17617652200903,602,72.8785123658046
8195,N/A,3209,W BROADWAY,Donair Dude,Food & Beverage,49.26447512677432,-123.17645295662601,602,101.57166771346867
8202,N/A,3236,W BROADWAY,Pure Delight Café,Food & Beverage,49.26396361407553,-123.17702463145741,562,131.09372130862025
8209,N/A,3261,W BROADWAY,Contrast Lash Studio,Service Commercial,49.26448783497842,-123.17707458768895,562,123.24396313135381
8210,N/A,3262,W BROADWAY,Lola,Comparison Goods,49.26396361407553,-123.17702463145741,562,131.09372130862025
8214,N/A,3270,W BROADWAY,Ellera Beauty Centre,Service Commercial,49.26396361407553,-123.17702463145741,562,131.09372130862025
8220,N/A,3287,W BROADWAY,Superior Dollar Store,Comparison Goods,49.2645091452136,-123.17755776893652,562,72.9681899849188
8221,N/A,3295,W BROADWAY,GNK Insurance,Service Commercial,49.2645091452136,-123.17755776893652,562,72.9681899849188
8223,N/A,3301,W BROADWAY,Sungiven Foods,Convenience Goods,49.26450753416561,-123.17831767348866,562,93.69998788791334
8226,N/A,3308,W BROADWAY,McDonald's,Food & Beverage,49.263983352905974,-123.17826802171386,562,84.51905428811831
8228,N/A,3313,W BROADWAY,Rep One Fitness,Entertainment and Leisure,49.26450753416561,-123.17831767348866,562,93.69998788791334
8230,N/A,3341,W BROADWAY,Vacant,Vacant,49.26451399769029,-123.17873187537425,562,145.28352094573037
8231,N/A,3343,W BROADWAY,Salon Kanako,Service Commercial,49.26451399769029,-123.17873187537425,562,145.28352094573037
8234,N/A,3357,W BROADWAY,Elwood's,Food & Beverage,49.264518305326085,-123.17900798161442,503,132.13913219485346
8239,N/A,3407,W BROADWAY,Amythyst Skincare,Service Commercial,49.264536823214385,-123.18018193750741,503,79.22293417833771
8244,N/A,3424,W BROADWAY,Vacant,Vacant,49.264022181942586,-123.18075391221115,503,144.34546962753654
8247,N/A,3428,W BROADWAY,It's A Dog's Life,Service Commercial,49.264022181942586,-123.18075391221115,503,144.34546962753654
8248,N/A,3429,W BROADWAY,Vacant,Vacant,49.26454557941702,-123.18073466100023,503,145.3392211284965
8251,N/A,3436,W BROADWAY,Salish Medical Care,Service Commercial,49.264022181942586,-123.18075391221115,503,144.34546962753654
8253,N/A,3450,W BROADWAY,Minuteman Press,Service Commercial,49.264022181942586,-123.18075391221115,503,144.34546962753654
8257,N/A,3468,W BROADWAY,2am Kitchen and Bar,Food & Beverage,49.264029727223054,-123.1812373424822,476,104.92434599347581
8258,N/A,3474,W BROADWAY,Fabulash Studio,Service Commercial,49.26403202435765,-123.18137564641114,476,88.72945246256859
8260,N/A,3485,W BROADWAY,Coe Lumber,Comparison Goods,49.264558508712895,-123.1815639733366,476,70.4080236833976
8262,N/A,3498,W BROADWAY,True Confections,Food & Beverage,49.264035160591554,-123.18158321183857,476,68.462652719858
8264,102,835,BEATTY ST,Aube Hair Salon,Service Commercial,49.27730332092244,-123.11483226812086,2723,139.3888459741434
8269,N/A,871,BEATTY ST,Vacant,Vacant,49.27695024287078,-123.11536590237789,2669,99.57621308401546
8270,N/A,110,DAVIE ST,Reckless The Bike Store Inc,Comparison Goods,49.27282049898818,-123.1209710015729,2514,175.45652408050745
8275,N/A,130,DAVIE ST,FYI Doctor,Service Commercial,49.27282049898818,-123.1209710015729,2514,175.45652408050745
8276,N/A,135,DAVIE ST,Prompton Real Estate Services,Service Commercial,49.27380452697945,-123.11972485293657,2531,171.01265576322854
8283,N/A,220,DAVIE ST,H&R Block Canada Inc,Service Commercial,49.27400945949921,-123.12291564625268,2404,160.889662645921
8287,N/A,322,DAVIE ST,Capo and the Spritz,Service Commercial,49.27457681537894,-123.12264517105568,2382,69.58711520227655
8288,N/A,357,DAVIE ST,Cactus Club Cafe (Davie St),Food & Beverage,49.27521363801698,-123.1227754875479,2371,69.36924404932874
8291,N/A,418,DAVIE ST,Brooklyn Clothing,Comparison Goods,49.2751957755059,-123.12389701697168,2371,94.3972445259239
8298,N/A,868,HAMILTON ST,Vacation Internationale Inc,Service Commercial,49.278124812815406,-123.11645241004005,2606,164.10671019139244
8299,N/A,878,HAMILTON ST,Yaletown Wellness,Service Commercial,49.278124812815406,-123.11645241004005,2606,164.10671019139244
8303,N/A,1007,HAMILTON ST,Skoah,Service Commercial,49.277017481222,-123.12004748877851,2504,74.57328425306197
8306,N/A,1011,HAMILTON ST,The Parlour,Food & Beverage,49.276847063840364,-123.12030521328778,2504,117.7213823407328
8307,N/A,1028,HAMILTON ST,Pierre's,Food & Beverage,49.27651357452797,-123.11971452841662,2523,110.93538572222143
8309,N/A,1039,HAMILTON ST,Polestar Vancouver,Automotive Goods & Services,49.27667725861999,-123.12056191326974,2504,166.6199394087027
8312,N/A,1050,HAMILTON ST,Yaletown Dentistry,Service Commercial,49.27619747856391,-123.12019341196999,2448,143.70976674799908
8316,N/A,1065,HAMILTON ST,Van Pet Yaletown,Comparison Goods,49.27643444547885,-123.12092926417485,2435,109.6571872684441
8319,N/A,1090,HAMILTON ST,Wild Tale Restaurant,Food & Beverage,49.275905796024105,-123.1206354533504,2448,68.36005718542452
8320,N/A,1095,HAMILTON ST,Blue Water Cafe,Food & Beverage,49.27628796665789,-123.12115109810858,2435,73.46152861890303
8327,N/A,1120,HAMILTON ST,Vacant,Vacant,49.275460599495325,-123.12130857918497,2448,111.15659249543113
8328,N/A,1132,HAMILTON ST,Yaletown Distilling Company Tasting Lounge,Food & Beverage,49.275338736091435,-123.12149283465652,2448,145.60944338011402
8337,N/A,1188,HAMILTON ST,West of Woodward,Comparison Goods,49.274851460611316,-123.12222957433177,2382,68.45920862288827
8338,N/A,1189,HAMILTON ST,Vacant,Vacant,49.27534033973797,-123.12258402042895,2371,99.01917956851999
8339,N/A,1192,HAMILTON ST,Pink Lime Cosmopolitan Salon,Service Commercial,49.274851460611316,-123.12222957433177,2382,68.45920862288827
8341,N/A,1207,HAMILTON ST,Vacant,Vacant,49.274934295608666,-123.12319843451438,2371,69.75146903284262
8343,N/A,1222,HAMILTON ST,Vacant,Vacant,49.27446048485501,-123.12282238252247,2382,96.72852512842663
8346,N/A,1230,HAMILTON ST,Steam Lounge Vape Shop,Convenience Goods,49.27424952252125,-123.12329446890745,2382,166.24342573803122
8347,N/A,1233,HAMILTON ST,Grand Chinese Yaletown,Food & Beverage,49.27471553495759,-123.12352987212614,2371,124.72890610559591
8348,N/A,1241,HAMILTON ST,The Glamoury,Service Commercial,49.27461829915167,-123.1236766607727,2371,152.65871715985372
8350,N/A,1257,HAMILTON ST,Saigon Xua Vietnamese Cuisine,Food & Beverage,49.27442440797454,-123.12397032165124,2294,137.14475196688025
8353,N/A,1261,HAMILTON ST,Tasty Indian Bistro,Food & Beverage,49.27442440797454,-123.12397032165124,2294,137.14475196688025
8359,N/A,950,HOMER ST,Leisure Center,Comparison Goods,49.27753645779652,-123.11926545682739,2547,85.44187872807045
8368,N/A,1068,HOMER ST,Pisolino,Comparison Goods,49.27643444547885,-123.12092926417485,2435,109.6571872684441
8377,107,1118,HOMER ST,Santoku Knives,Comparison Goods,49.27596588151599,-123.12163815629316,2435,74.65486724262506
8378,109,1118,HOMER ST,Vacant,Vacant,49.27596588151599,-123.12163815629316,2435,74.65486724262506
8380,112,1118,HOMER ST,Queen Of Luxury Boutique Inc,Comparison Goods,49.27596588151599,-123.12163815629316,2435,74.65486724262506
8384,N/A,1122,HOMER ST,Yopo Cafe,Food & Beverage,49.27596588151599,-123.12163815629316,2435,74.65486724262506
8385,N/A,1130,HOMER ST,Pure Barre Vancouver,Entertainment and Leisure,49.27579494069882,-123.1218966686963,2435,117.86660762236397
8387,N/A,1188,HOMER ST,Barking Babies,Comparison Goods,49.27534033973797,-123.12258402042895,2371,99.01917956851999
8397,N/A,1210,HOMER ST,Yaletown Gelato,Convenience Goods,49.274934295608666,-123.12319843451438,2371,69.75146903284262
8400,N/A,1238,HOMER ST,Yaletown Chiropractic,Service Commercial,49.27461829915167,-123.1236766607727,2371,152.65871715985372
8403,N/A,1262,HOMER ST,Ganache Patisserie,Convenience Goods,49.27442440797454,-123.12397032165124,2294,137.14475196688025
8405,N/A,1268,HOMER ST,Bobo's Salon,Service Commercial,49.27442440797454,-123.12397032165124,2294,137.14475196688025
8410,N/A,1303,HOMER ST,Vision A Direct Travel Company,Service Commercial,49.27383331235775,-123.1259532744407,2266,168.83145870374253
8415,N/A,1002,MAINLAND ST,Ombre Social House,Food & Beverage,49.276092633598495,-123.1192852194841,2539,129.8885691748732
8420,N/A,1014,MAINLAND ST,Fine Finds Boutique,Comparison Goods,49.276092633598495,-123.1192852194841,2539,129.8885691748732
8421,N/A,1016,MAINLAND ST,Stripped Wax Bar,Service Commercial,49.276092633598495,-123.1192852194841,2539,129.8885691748732
8422,N/A,1018,MAINLAND ST,Man Cave Barber Shop Inc,Service Commercial,49.276092633598495,-123.1192852194841,2539,129.8885691748732
8426,N/A,1025,MAINLAND ST,Tacofino,Food & Beverage,49.27651357452797,-123.11971452841662,2523,110.93538572222143
8429,N/A,1028,MAINLAND ST,Shrink Wrap,Entertainment and Leisure,49.276092633598495,-123.1192852194841,2539,129.8885691748732
8430,N/A,1030,MAINLAND ST,Field and Social,Food & Beverage,49.276092633598495,-123.1192852194841,2539,129.8885691748732
8431,N/A,1035,MAINLAND ST,West Oak,Food & Beverage,49.27651357452797,-123.11971452841662,2523,110.93538572222143
8432,N/A,1036,MAINLAND ST,Angus T,Food & Beverage,49.276092633598495,-123.1192852194841,2539,129.8885691748732
8434,N/A,1039,MAINLAND ST,Banter Room,Food & Beverage,49.27636769069616,-123.11993561984282,2523,152.39595175216473
8453,N/A,1062,MAINLAND ST,Pegasus Lash Pro,Service Commercial,49.2755663180857,-123.1200823457287,2472,68.11909265276252
8454,N/A,1063,MAINLAND ST,Revolucion Cigar & Fine Gifts,Comparison Goods,49.27619747856391,-123.12019341196999,2448,143.70976674799908
8455,N/A,1066,MAINLAND ST,Bake 49 Brands Ltd,Convenience Goods,49.2755663180857,-123.1200823457287,2472,68.11909265276252
8456,N/A,1070,MAINLAND ST,Moods Hairdesign,Service Commercial,49.2755663180857,-123.1200823457287,2472,68.11909265276252
8459,N/A,1076,MAINLAND ST,Hula Poke,Food & Beverage,49.2755663180857,-123.1200823457287,2472,68.11909265276252
8461,N/A,1095,MAINLAND ST,Earls Yaletown,Food & Beverage,49.275905796024105,-123.1206354533504,2448,68.36005718542452
8466,N/A,1127,MAINLAND ST,Robba da Matti,Food & Beverage,49.275460599495325,-123.12130857918497,2448,111.15659249543113
8467,N/A,1128,MAINLAND ST,Soulcycle,Entertainment and Leisure,49.27516110250768,-123.1206947862307,2472,96.21167289523554
8472,N/A,1145,MAINLAND ST,Mortgage Revolution,Service Commercial,49.27519254938478,-123.12171383098864,2382,158.0755956584161
8475,N/A,1175,MAINLAND ST,Strozzi's Eyewear & Gallery Ltd,Comparison Goods,49.274851460611316,-123.12222957433177,2382,68.45920862288827
8479,N/A,1128,PACIFIC BOULEVARD,Fresh Bowl Foods Ltd,Food & Beverage,49.27380452697945,-123.11972485293657,2531,171.01265576322854
8480,N/A,1138,PACIFIC BOULEVARD,Modern Nails,Service Commercial,49.27380452697945,-123.11972485293657,2531,171.01265576322854
8481,N/A,1146,PACIFIC BOULEVARD,Yaletown Express,Food & Beverage,49.27380452697945,-123.11972485293657,2531,171.01265576322854
8482,N/A,1155,PACIFIC BOULEVARD,Leafy Box,Food & Beverage,49.27455864119116,-123.12084753073877,2443,140.8104220652428
8483,N/A,1156,PACIFIC BOULEVARD,Aarm Dental Group,Service Commercial,49.27380452697945,-123.11972485293657,2531,171.01265576322854
8484,N/A,1165,PACIFIC BOULEVARD,Cocoa Tanning Studio,Service Commercial,49.27455864119116,-123.12084753073877,2443,140.8104220652428
8494,N/A,1211,PACIFIC BOULEVARD,Urban Cuts,Service Commercial,49.27400945949921,-123.12291564625268,2404,160.889662645921
8496,N/A,1217,PACIFIC BOULEVARD,Dairy Queen/Orange Julius,Food & Beverage,49.27400945949921,-123.12291564625268,2404,160.889662645921
8499,N/A,1235,PACIFIC BOULEVARD,Yaletown Drycleaners,Service Commercial,49.27385208357702,-123.12344185615737,2364,99.01783784026433
8506,N/A,1268,PACIFIC BOULEVARD,Varnish Nails & Beauty,Service Commercial,49.27318986778106,-123.12266959278892,2364,155.95420029543973
8507,N/A,1271,PACIFIC BOULEVARD,Posy's Fingers & Toes Spa Ltd,Service Commercial,49.27400945949921,-123.12291564625268,2404,160.889662645921
8508,N/A,1272,PACIFIC BOULEVARD,CPR Cell Phone Repair,Service Commercial,49.27336793663064,-123.12274833091223,2364,135.56445902740208
8509,N/A,1275,PACIFIC BOULEVARD,Ki-Isu Restaurant Inc,Food & Beverage,49.27400945949921,-123.12291564625268,2404,160.889662645921
8512,N/A,1283,PACIFIC BOULEVARD,InsureBC Yaletown,Service Commercial,49.27400945949921,-123.12291564625268,2404,160.889662645921
8514,N/A,1296,PACIFIC BOULEVARD,Yaletown Medical Clinic,Service Commercial,49.27336793663064,-123.12274833091223,2364,135.56445902740208
8516,N/A,238,ROBSON ST,Pure Integrative Pharmacy #9,Convenience Goods,49.278142624951165,-123.11560600464657,2697,97.65493757842555
8517,N/A,260,ROBSON ST,Subway,Food & Beverage,49.278124812815406,-123.11645241004005,2606,164.10671019139244
8520,N/A,288,ROBSON ST,Celebrities Barbershop Ltd,Service Commercial,49.278124812815406,-123.11645241004005,2606,164.10671019139244
8525,N/A,101,SMITHE ST,Westside Preparatory Society,Service Commercial,49.276755692529306,-123.11565990369394,2669,54.13852558780463
8527,N/A,188,SMITHE ST,Rize Fitness Inc,Entertainment and Leisure,49.27669156507606,-123.11660935279829,2629,102.68210559794817
8534,N/A,1500,YEW ST,Vacant,Vacant,49.272420908124914,-123.15463021065122,1142,58.21342941222308
8539,N/A,1525,YEW ST,Nook Restaurant,Food & Beverage,49.27221964787959,-123.15533233191857,1142,95.61485214779205
8542,N/A,1602,YEW ST,The Cider House,Food & Beverage,49.27148518546817,-123.15466392400597,1139,65.55831300415294
8550,N/A,2200,YORK AV,Kitsilano Natural Foods Ltd,Convenience Goods,49.27144858765443,-123.15546553695916,1139,87.63402673443761
8551,N/A,2204,YORK AV,The Ellis Restaurant,Food & Beverage,49.27144858765443,-123.15546553695916,1139,87.63402673443761
8554,27,1055,CANADA PLACE,Vacant,Vacant,49.28976495981144,-123.11642052768521,2575,332.1922247273556
8558,50,1055,CANADA PLACE,Club16 GP Ltd,Entertainment and Leisure,49.28976495981144,-123.11642052768521,2575,332.1922247273556
8560,60,1055,CANADA PLACE,De Dutch Pannekoek House Restaurants Inc,Food & Beverage,49.28976495981144,-123.11642052768521,2575,332.1922247273556
8565,26,1055,CANADA PLACE,Bellaggio Cafe and Wine Bar,Food & Beverage,49.28976495981144,-123.11642052768521,2575,332.1922247273556
8571,140,999,CANADA PLACE,Starbucks Coffee,Food & Beverage,49.28803982202637,-123.11288631841308,2751,162.62613836702755
8572,302,999,CANADA PLACE,Sasaki Gallery,Comparison Goods,49.28803982202637,-123.11288631841308,2751,162.62613836702755
8575,150,999,CANADA PLACE,Spa Utopia,Service Commercial,49.28803982202637,-123.11288631841308,2751,162.62613836702755
8577,300,999,CANADA PLACE,Coal Harbour Bar,Food & Beverage,49.28803982202637,-123.11288631841308,2751,162.62613836702755
8580,28,1055,CANADA PLACE,Ezeeriders Bike Rental And Sales,Comparison Goods,49.28976495981144,-123.11642052768521,2575,332.1922247273556
8581,201,999,CANADA PLACE,FlyOver Canada,Entertainment and Leisure,49.28803982202637,-123.11288631841308,2751,162.62613836702755
8584,312,999,CANADA PLACE,Maitreya Arts Of Asia,Comparison Goods,49.28803982202637,-123.11288631841308,2751,162.62613836702755
8585,N/A,780,NELSON ST,Ash Market,Convenience Goods,49.279497712990384,-123.1240646820255,2350,88.90108813139956
8587,g1,888,NELSON ST,Honolulu Coffee,Food & Beverage,49.27999824442466,-123.12484476801036,2290,117.7437932234332
8595,N/A,550,NELSON ST,24 Train Express Noodle House,Food & Beverage,49.278104839288325,-123.12224696433705,2414,117.74122056520976
8596,N/A,802,W HASTINGS ST,Vacant,Vacant,49.28591985090291,-123.11540631265291,2701,82.06948842252555
8641,N/A,2933,W BROADWAY,Vacant,Vacant,49.26439216413428,-123.17086421958399,712,78.24798413467441
8643,N/A,6605,FRASER ST,Bimla's Beauty Salon,Service Commercial,49.2243781582907,-123.09120535076703,3658,67.35574625641298
8646,N/A,1706,E 1ST AV,Oh Sweet Day!,Convenience Goods,49.26946070529442,-123.0692368348232,4575,61.252941665133456
8648,N/A,1637,RENFREW ST,Vacant,Vacant,49.269948714005785,-123.0446663221675,5729,123.43084678087094
8655,N/A,5737,COLLINGWOOD ST,Indigo Education,Service Commercial,49.234467269080305,-123.18249200185862,444,94.62294817233688
8659,N/A,2091,W 43RD AV,Vacant UC,Vacant UC,49.232932121199035,-123.15465852114889,1130,77.24745047581698
8660,N/A,2352,W 41ST AV,Green Thrift Stores,Comparison Goods,49.234387582278316,-123.16072703266488,970,105.42752044631752
8661,N/A,6981,VICTORIA DRIVE,Vancouver Fuqing Friendship Society,Service Commercial,49.220587213662455,-123.06629469740903,4720,90.57791131779047
8663,N/A,337,W 2ND AV,ANC inc,Service Commercial,49.26829901397936,-123.11223714355603,2802,107.99767903006078
8666,N/A,1637,MANITOBA ST,Village Cleaners,Service Commercial,49.2712439010082,-123.10734285171661,2962,122.70208106953922
8671,N/A,255,W BROADWAY,Fatburger,Food & Beverage,49.26330146962394,-123.11079763038927,2816,41.67943883909
8672,N/A,7116,KERR ST,Champlain Square Physio,Service Commercial,49.21908296870011,-123.04022273059839,5850,160.84086888758316
8681,N/A,327,RENFREW ST,Lemmo Integrated Cancer Care,Service Commercial,49.281794004201714,-123.04453859464242,5746,91.1659163241103
8684,N/A,2160,E HASTINGS ST,Diosa Nail Studio,Service Commercial,49.28091030705216,-123.06053135271104,5021,125.9156465268568
8686,N/A,46,ALEXANDER ST,Fortnight Men’s Boutique,Service Commercial,49.28340971480329,-123.10326094909476,3060,144.08380789360808
8695,N/A,1025,W 15TH AV,Pharmasave,Convenience Goods,49.25807230891303,-123.12747844826137,2212,74.23545347878988
8696,N/A,3099,OAK ST,Oaksville Laundromat,Service Commercial,49.25808578062772,-123.12721849530227,2212,63.65605939314357
8701,N/A,3475,SAWMILL CRESCENT,Vacant,Vacant,49.20641696717661,-123.03172855149596,6233,155.50746814405517
8705,N/A,605,DAVIE ST,Vacant,Vacant,49.27706878039208,-123.12490878706207,2285,132.275181327152
8712,N/A,1088,BURRARD ST,Starbucks,Food & Beverage,49.280147180176,-123.12651056901292,2215,106.80481490229006
8714,N/A,1124,DENMAN ST,Rio Brazilian Steakhouse,Food & Beverage,49.28793729867776,-123.14038893083806,1632,49.71302753320686
8719,N/A,1074,DAVIE ST,Beetbox,Food & Beverage,49.27996917728202,-123.13114328150091,2037,91.1868298428196
8720,N/A,1070,DAVIE ST,Genesis Nutrition,Convenience Goods,49.27984192168704,-123.13094645381227,2037,124.09558700470411
8724,N/A,385,WATER ST,Vancouver Whitecaps Official Store,Comparison Goods,49.28497089887051,-123.11083218131641,2820,68.15002072041241
8725,N/A,407,W CORDOVA ST,Bricault Design,Service Commercial,49.28435571290206,-123.11003472928915,2868,68.91740894111105
8727,N/A,306,W CORDOVA ST,Vacant,Vacant,49.28340084081461,-123.10936023324915,2899,29.176916570061337
8729,N/A,74,W CORDOVA ST,Army Navy Head Office,Service Commercial,49.28271031271799,-123.10660430501545,2957,53.534780682401134
8731,N/A,36,E CORDOVA ST,Haley Glenn Salon,Service Commercial,49.28211284756346,-123.10375139025919,3057,111.33115377808942
8733,N/A,233,CARRALL ST,Artspeak,Comparison Goods,49.282874964445696,-123.10454020965078,3058,44.284853754697046
8734,N/A,213,CARRALL ST,Twisted Fork,Food & Beverage,49.283247754858245,-123.10459614240192,3059,49.68321132597953
8739,N/A,231,ABBOTT ST,Marigolds Cannabis,Convenience Goods,49.28332176519234,-123.10692264817774,2968,52.461404339430324
8741,125,131,WATER ST,Premiere Ladies and Menswear,Comparison Goods,49.28429077875637,-123.10706900949596,2983,130.38647041200508
8742,N/A,508,W CORDOVA ST,Ignite Pizzeria,Food & Beverage,49.28468294804889,-123.11188882128488,2820,137.95124510983413
8747,200,332,WATER ST,Coastal Peoples Gallery,Comparison Goods,49.284263152879916,-123.10976011147258,2868,53.41539649587471
8757,205,332,WATER ST,Vacant,Vacant,49.284263152879916,-123.10976011147258,2868,53.41539649587471
8761,N/A,1756,RENFREW ST,Vacant,Vacant,49.26900534072756,-123.04376238215404,5729,124.05266494703767
8762,N/A,913,DAVIE ST,AARM Dental Group,Service Commercial,49.27885882652114,-123.1280489155382,2165,99.79793384226926
8767,N/A,45,W HASTINGS ST,Karma Teachers,Entertainment and Leisure,49.28209361758381,-123.1060992614934,2941,158.59489312481068
8773,N/A,11,W PENDER ST,Vacant,Vacant,49.28079483460034,-123.1048088358495,3036,47.54406833157297
8780,N/A,167,MAIN ST,Vacant,Vacant,49.28361718427852,-123.10000637178537,3300,116.78183251136205
8782,N/A,3535,E HASTINGS ST,Image Masters Hair Salon,Service Commercial,49.28140714318845,-123.0273544124831,6356,152.52033250069047
8787,N/A,3471,SAWMILL CRESCENT,Vacant,Vacant,49.20641696717661,-123.03172855149596,6233,155.50746814405517
8791,N/A,7120,KERR ST,Coast Dental Centre,Service Commercial,49.21908296870011,-123.04022273059839,5850,160.84086888758316
8795,N/A,760,NELSON ST,Waverly Barber,Service Commercial,49.279497712990384,-123.1240646820255,2350,88.90108813139956
8797,N/A,750,NELSON ST,Sushi Jin,Food & Beverage,49.279497712990384,-123.1240646820255,2350,88.90108813139956
8638,N/A,298,E HASTINGS ST,Vacant,Vacant,49.281001454053694,-123.09781791233561,3404,82.55386123042156
8631,N/A,232,E HASTINGS ST,Garlane Pharmacy,Convenience Goods,49.28102390005193,-123.09883445576213,3294,134.42468639726906
8636,N/A,258,E HASTINGS ST,Savoy Pub,Food & Beverage,49.28101233080311,-123.09820631065875,3404,124.76988486964154
8802,201,475,MAIN ST,Dr. Wing Hong Ng,Service Commercial,49.280528395381985,-123.1001423048954,3289,75.57950531074114
5,N/A,3215,MACDONALD ST,RE/MAX Crest Realty,Service Commercial,49.25733637601611,-123.16876498179194,778,80.11793203659988
7,N/A,2585,W 16TH AV,SpaHaven,Service Commercial,49.25780939586261,-123.16459365256796,879,62.01888120851159
9,N/A,2591,W 16TH AV,Arbutus Cleaners,Service Commercial,49.25780939586261,-123.16459365256796,879,62.01888120851159
10,N/A,2595,W 16TH AV,Insure B.C.,Service Commercial,49.25780939586261,-123.16459365256796,879,62.01888120851159
20,N/A,2803,W 16TH AV,Kix Tanning,Service Commercial,49.25802392217903,-123.16895316680299,775,114.67170490584316
21,N/A,2805,W 16TH AV,Wax Bar,Service Commercial,49.25802392217903,-123.16895316680299,775,114.67170490584316
22,N/A,2809,W 16TH AV,Arbutus West Animal Clinic,Service Commercial,49.25802392217903,-123.16895316680299,775,114.67170490584316
32,N/A,97,E 2ND AV,Brewhall,Food & Beverage,49.26951914791315,-123.10329368728506,3132,113.40085484858312
35,N/A,1739,MAIN ST,Shop Task Skates,Comparison Goods,49.26986165530509,-123.1010938412093,3244,85.96129771834137
49,N/A,1818,QUEBEC ST,Maple Leaf Self Storage,Service Commercial,49.26888327869511,-123.1020868375602,3132,111.69117415795309
64,N/A,97,W 2ND AV,Blenz Coffee False Creek,Food & Beverage,49.269571383146854,-123.10579978278014,2967,128.90298482922313
65,N/A,103,W 2ND AV,Bank of Montreal,Service Commercial,49.26959835193818,-123.10727840336108,2967,127.82333525888615
69,N/A,115,W 2ND AV,Bao Down,Food & Beverage,49.26959835193818,-123.10727840336108,2967,127.82333525888615
75,N/A,165,W 2ND AV,Ophelia,Food & Beverage,49.269622257621904,-123.10856882108384,2892,141.84865547100708
77,N/A,177,W 2ND AV,Silver 4 Salon Inc,Service Commercial,49.269622257621904,-123.10856882108384,2892,141.84865547100708
99,N/A,422,W 2ND AV,Balconi Floral Design Studio Inc,Convenience Goods,49.26709305146482,-123.1132322692058,2749,94.94089322350898
101,N/A,430,W 2ND AV,The Quick Cobbler Ltd,Service Commercial,49.26709305146482,-123.1132322692058,2749,94.94089322350898
104,N/A,459,W 2ND AV,Trail Appliances Ltd,Comparison Goods,49.26760730090995,-123.11402515766903,2749,144.53807112111588
106,N/A,2035,YUKON ST,Starbucks Coffee,Food & Beverage,49.26709305146482,-123.1132322692058,2749,94.94089322350898
108,N/A,2040,ALMA ST,Deux Chic Esthetiques,Service Commercial,49.26835530754138,-123.18535470629834,361,75.65244239775193
109,N/A,2070,ALMA ST,Vacant,Vacant,49.26803610214489,-123.1854134534584,360,75.70945820890351
110,N/A,2080,ALMA ST,Presentation Centre,Service Commercial,49.26803610214489,-123.1854134534584,360,75.70945820890351
115,207,2083,ALMA ST,Arbutus Music Academy,Service Commercial,49.26819526630278,-123.18637769134192,360,136.03175951841774
119,228,2083,ALMA ST,Top City Tailor,Service Commercial,49.26819526630278,-123.18637769134192,360,136.03175951841774
125,260,2083,ALMA ST,Amherst Veterinary Hospital Ltd,Service Commercial,49.26819526630278,-123.18637769134192,360,136.03175951841774
127,270,2083,ALMA ST,Pretty Magic Beauty Centre,Service Commercial,49.26819526630278,-123.18637769134192,360,136.03175951841774
131,290,2083,ALMA ST,Jericho Pharmacy,Convenience Goods,49.26819526630278,-123.18637769134192,360,136.03175951841774
134,N/A,2001,MACDONALD ST,Darby's,Food & Beverage,49.26810943756988,-123.16859651307685,786,71.09385356314104
135,N/A,2001,MACDONALD ST,Darby's Beer & Wine,Convenience Goods,49.26810943756988,-123.16859651307685,786,71.09385356314104
136,N/A,2026,STEPHENS ST,Shapes Brow and Wax Bar,Service Commercial,49.268065264363464,-123.16571113703856,840,110.00519571178783
139,N/A,2041,STEPHENS ST,La Jolie Spa,Service Commercial,49.26807976907241,-123.16672039771704,840,78.06165547167154
148,N/A,2641,W 4TH AV,Mousse Salon,Service Commercial,49.26859201230533,-123.1655877313942,840,124.46869369901486
150,N/A,2662,W 4TH AV,Yoga West,Entertainment and Leisure,49.268065264363464,-123.16571113703856,840,110.00519571178783
152,N/A,2666,W 4TH AV,U Spa,Service Commercial,49.268065264363464,-123.16571113703856,840,110.00519571178783
156,N/A,2676,W 4TH AV,Kira Kira Nail Spa,Service Commercial,49.268065264363464,-123.16571113703856,840,110.00519571178783
160,N/A,2686,W 4TH AV,Poppy Hair Salon,Service Commercial,49.268065264363464,-123.16571113703856,840,110.00519571178783
163,N/A,2696,W 4TH AV,Optometry Clinic - Dr. Zia,Service Commercial,49.268065264363464,-123.16571113703856,840,110.00519571178783
164,N/A,2698,W 4TH AV,Sazon Mexican Cuisine,Food & Beverage,49.268065264363464,-123.16571113703856,840,110.00519571178783
165,N/A,2702,W 4TH AV,Nexus Hair Salon,Service Commercial,49.26807976907241,-123.16672039771704,840,78.06165547167154
166,N/A,2704,W 4TH AV,Aroma Beauty Centre,Service Commercial,49.26807976907241,-123.16672039771704,840,78.06165547167154
168,N/A,2708,W 4TH AV,Vitavilla Food and Beverage,Food & Beverage,49.26807976907241,-123.16672039771704,840,78.06165547167154
170,N/A,2712,W 4TH AV,J&J Shoe Master Leather,Service Commercial,49.26807976907241,-123.16672039771704,840,78.06165547167154
171,N/A,2716,W 4TH AV,Healthy Noodle House,Food & Beverage,49.26807976907241,-123.16672039771704,840,78.06165547167154
