longitude,latitude,id,street_count,type,neighbors,crime_count,stores_count
-123.1842185,49.21803996,408,2,Junction,"[(414, 146.3687135, 10039)]",1,0
-123.1840006,49.25790717,409,3,Junction,"[(410, 110.5929675, 5340), (448, 140.7389709, 6252), (406, 79.79649573, 6489)]",6,0
-123.183965,49.25890171,410,4,Junction,"[(411, 100.5743494, 5161), (409, 110.5929675, 5340), (452, 140.8118888, 6250), (349, 150.8899831, 6488)]",4,1
-123.1839322,49.25980614,411,4,Junction,"[(396, 135.3214046, 4521), (410, 100.5743494, 5161), (456, 140.7198587, 6249), (350, 150.8580892, 6487)]",1,2
-123.1839,49.26070861,412,2,Junction,"[(413, 100.5355338, 4522), (460, 140.7870918, 6248)]",1,0
-123.1838677,49.26161269,413,4,Junction,"[(415, 100.6455593, 4304), (412, 100.5355338, 4522), (463, 140.7776575, 6247), (353, 149.6981008, 6485)]",2,0
-123.1837066,49.21931317,414,3,Junction,"[(517, 355.5809537, 5753), (434, 252.4493238, 9975), (408, 146.3687135, 10039)]",0,0
-123.1838353,49.26251777,415,4,Junction,"[(416, 102.6430567, 4117), (413, 100.6455593, 4304), (466, 140.8925756, 6246), (354, 149.6675301, 6484)]",4,0
-123.1838024,49.26344081,416,4,Junction,"[(417, 49.71195592, 3921), (415, 102.6430567, 4117), (470, 140.8896162, 6245), (355, 150.7344285, 6483)]",4,0
-123.1837864,49.26388786,417,2,Psudo,"[(416, 49.71195592, 3921), (418, 48.7134513, 3922)]",0,0
-123.1837704,49.26432592,418,4,Junction,"[(419, 96.40810279, 3720), (417, 48.7134513, 3922), (476, 140.8875932, 6294), (356, 150.7133029, 6505)]",11,1
-123.1837384,49.26519288,419,4,Junction,"[(420, 93.30909065, 3523), (418, 96.40810279, 3720), (479, 141.402297, 6293), (357, 150.6805623, 6504)]",3,0
-123.1837079,49.26603197,420,4,Junction,"[(422, 93.24306165, 3286), (419, 93.30909065, 3523), (480, 140.8348301, 6292), (358, 150.7221541, 6503)]",5,0
-123.1836774,49.26687047,422,4,Junction,"[(423, 95.06253839, 3067), (420, 93.24306165, 3286), (481, 140.854376, 6291), (359, 150.8559098, 6502)]",4,0
-123.1836454,49.26772532,423,4,Junction,"[(424, 95.5461853, 2852), (422, 95.06253839, 3067), (482, 140.7323319, 6290), (360, 150.8965102, 6501)]",0,0
-123.1836016,49.26858425,424,4,Junction,"[(425, 99.35639465, 2392), (423, 95.5461853, 2852), (483, 139.8221854, 6288), (361, 151.7592913, 6500)]",3,19
-123.1835812,49.26947784,425,4,Junction,"[(427, 99.33942259, 2199), (424, 99.35639465, 2392), (484, 140.7421273, 6279), (363, 150.8400723, 6497)]",3,0
-123.1835723,49.27279429,426,2,Junction,"[(432, 77.27089113, 1563), (374, 144.6126702, 6352)]",3,0
-123.1835481,49.27037115,427,4,Junction,"[(430, 101.3688294, 1976), (425, 99.33942259, 2199), (485, 140.7429936, 6268), (366, 150.8524296, 6495)]",3,0
-123.1834504,49.24805491,428,3,Junction,"[(472, 120.7449124, 6264), (394, 126.5240035, 6265), (429, 105.6252754, 7287)]",1,0
-123.1834409,49.24900501,429,4,Junction,"[(474, 120.6964028, 6262), (395, 126.6395194, 6263), (431, 115.9954946, 7184), (428, 105.6252754, 7287)]",0,0
-123.1835134,49.2712827,430,4,Junction,"[(432, 94.78191006, 1755), (427, 101.3688294, 1976), (486, 140.6803483, 6256), (370, 150.8008237, 6491)]",5,0
-123.1834307,49.25004839,431,3,Junction,"[(464, 113.5640683, 6295), (397, 126.6125734, 6296), (429, 115.9954946, 7184)]",2,0
-123.1834817,49.27213503,432,4,Junction,"[(426, 77.27089113, 1563), (430, 94.78191006, 1755), (487, 141.8885178, 6220), (372, 151.5132566, 6450)]",5,0
-123.1828066,49.22150616,434,3,Junction,"[(518, 281.0073196, 5749), (440, 227.8036676, 9613), (414, 252.4493238, 9975)]",0,0
-123.1821608,49.22745031,435,2,Junction,"[(365, 241.2857078, 6287), (436, 121.8901886, 9326)]",0,0
-123.1820737,49.2285353,436,4,Junction,"[(368, 246.3738603, 6286), (437, 88.76278791, 9280), (435, 121.8901886, 9326)]",0,0
-123.1820594,49.22933369,437,3,Junction,"[(369, 246.4654964, 6285), (438, 90.66341186, 9215), (436, 88.76278791, 9280)]",1,0
-123.1820455,49.23014918,438,4,Junction,"[(491, 125.5916473, 6051), (371, 256.3467751, 6234), (439, 171.2766789, 9164), (437, 90.66341186, 9215)]",4,0
-123.1820337,49.23168983,439,3,Junction,"[(407, 186.5417609, 9088), (441, 51.07256642, 9089), (438, 171.2766789, 9164)]",2,0
-123.1820002,49.22348605,440,2,Junction,"[(519, 226.2803467, 5748), (434, 227.8036676, 9613)]",0,0
-123.1820299,49.23214923,441,4,Junction,"[(525, 241.5266038, 5747), (373, 245.02411, 6284), (442, 77.81024849, 8841), (439, 51.07256642, 9089)]",0,0
-123.1820227,49.23284914,442,4,Junction,"[(526, 241.0566421, 5746), (376, 242.9928288, 6283), (443, 105.8350129, 8764), (441, 77.81024849, 8841)]",0,0
-123.1820174,49.23380114,443,4,Junction,"[(527, 240.7888351, 5745), (377, 242.0369432, 6282), (444, 105.9254246, 8702), (442, 105.8350129, 8764)]",2,0
-123.1820105,49.23475395,444,4,Junction,"[(528, 240.5560689, 5744), (378, 241.1906791, 6281), (445, 102.7116128, 8612), (443, 105.9254246, 8702)]",13,10
-123.1820036,49.23567785,445,4,Junction,"[(529, 240.3977041, 5743), (379, 240.3692557, 6280), (446, 82.1127625, 8566), (444, 102.7116128, 8612)]",3,0
-123.1819989,49.23641647,446,4,Junction,"[(530, 240.4689937, 5742), (380, 239.731439, 6278), (447, 52.54871181, 8470), (445, 82.1127625, 8566)]",2,0
-123.1819922,49.23688914,447,4,Junction,"[(532, 240.2538906, 5718), (381, 240.1665316, 6203), (449, 92.58940138, 8469), (446, 52.54871181, 8470)]",1,0
-123.1820669,49.25787788,448,3,Junction,"[(452, 110.519641, 5327), (478, 19.60407727, 6251), (409, 140.7389709, 6252)]",2,0
-123.1819884,49.237722,449,4,Junction,"[(533, 240.4964537, 5741), (383, 239.9334716, 6277), (450, 92.95797488, 8404), (447, 92.58940138, 8469)]",0,0
-123.1819781,49.23855815,450,4,Junction,"[(534, 240.2128792, 5740), (384, 240.1172292, 6276), (451, 105.3336459, 8341), (449, 92.95797488, 8404)]",3,0
-123.1819767,49.23950565,451,4,Junction,"[(535, 240.6959352, 5739), (385, 239.9133515, 6275), (453, 105.4805691, 8281), (450, 105.3336459, 8341)]",3,0
-123.1820303,49.25887174,452,4,Junction,"[(456, 100.4240028, 5152), (448, 110.519641, 5327), (497, 145.8202719, 6069), (410, 140.8118888, 6250)]",1,0
-123.1819617,49.24045442,453,4,Junction,"[(536, 240.2066602, 5738), (386, 240.4052555, 6274), (454, 105.5554145, 8212), (451, 105.4805691, 8281)]",3,0
-123.1819535,49.24140389,454,4,Junction,"[(537, 240.2736203, 5737), (387, 240.3509108, 6273), (455, 105.5586478, 7930), (453, 105.5554145, 8212)]",0,0
-123.181945,49.2423534,455,4,Junction,"[(538, 240.297303, 5736), (388, 240.399668, 6272), (457, 105.8697617, 7840), (454, 105.5586478, 7930)]",2,0
-123.1819988,49.25977484,456,4,Junction,"[(460, 100.5362504, 4739), (452, 100.4240028, 5152), (498, 145.8835299, 6068), (411, 140.7198587, 6249)]",5,0
-123.1819347,49.2433057,457,4,Junction,"[(539, 240.3142376, 5735), (389, 240.2628481, 6271), (458, 105.4465584, 7787), (455, 105.8697617, 7840)]",2,0
-123.1819234,49.24425418,458,4,Junction,"[(540, 239.9847976, 5734), (390, 240.2190063, 6270), (459, 105.4542119, 7688), (457, 105.4465584, 7787)]",0,0
-123.1819155,49.24520275,459,4,Junction,"[(541, 240.0712487, 5733), (391, 240.1456694, 6269), (461, 105.5558573, 7583), (458, 105.4542119, 7688)]",3,0
-123.1819656,49.26067892,460,4,Junction,"[(463, 100.4753642, 4512), (456, 100.5362504, 4739), (499, 145.6775279, 6067), (412, 140.7870918, 6248)]",3,0
-123.1819065,49.24615223,461,4,Junction,"[(542, 240.0300716, 5732), (392, 240.1521774, 6267), (462, 105.4058891, 7470), (459, 105.5558573, 7583)]",3,0
-123.1818976,49.24710036,462,4,Junction,"[(543, 240.0341468, 5731), (393, 240.2145654, 6266), (472, 107.7412992, 7365), (461, 105.4058891, 7470)]",5,0
-123.1819334,49.26158247,463,4,Junction,"[(466, 100.5376446, 4296), (460, 100.4753642, 4512), (500, 145.8288083, 6066), (413, 140.7776575, 6247)]",5,0
-123.1818703,49.25004211,464,4,Junction,"[(546, 240.1883128, 5750), (431, 113.5640683, 6295), (465, 110.6044057, 7066), (474, 117.343242, 7177)]",1,0
-123.1818604,49.251037,465,4,Junction,"[(547, 240.1388019, 5728), (398, 240.1663173, 6261), (467, 100.4999356, 6754), (464, 110.6044057, 7066)]",1,1
-123.1818994,49.26248655,466,4,Junction,"[(470, 102.7540021, 4109), (463, 100.5376446, 4296), (501, 145.7664675, 6065), (415, 140.8925756, 6246)]",1,0
-123.1818516,49.25194099,467,4,Junction,"[(548, 240.1474147, 5727), (399, 240.1041018, 6260), (468, 100.7090474, 6628), (465, 100.4999356, 6754)]",7,0
-123.1818425,49.25284687,468,4,Junction,"[(549, 240.0918182, 5726), (400, 240.1036771, 6259), (469, 100.5490663, 6539), (467, 100.7090474, 6628)]",3,0
-123.1818332,49.25375131,469,4,Junction,"[(550, 240.0513154, 5725), (401, 240.1173645, 6258), (471, 100.5781107, 6360), (468, 100.5490663, 6539)]",0,0
-123.1818665,49.26341059,470,4,Junction,"[(476, 98.42747843, 3914), (466, 102.7540021, 4109), (502, 145.8010526, 6064), (416, 140.8896162, 6245)]",3,0
-123.1818259,49.25465602,471,4,Junction,"[(515, 190.5140417, 5724), (473, 100.6017575, 6127), (402, 239.991153, 6257), (469, 100.5781107, 6360)]",0,0
-123.1817914,49.24804879,472,4,Junction,"[(544, 233.0104763, 5730), (428, 120.7449124, 6264), (474, 105.4548434, 7282), (462, 107.7412992, 7365)]",1,0
-123.1818173,49.25556093,473,4,Junction,"[(516, 190.5381357, 5723), (475, 100.4067262, 5953), (471, 100.6017575, 6127), (403, 239.9585291, 6255)]",2,0
-123.1817825,49.24899736,474,4,Junction,"[(545, 233.0170687, 5729), (429, 120.6964028, 6262), (464, 117.343242, 7177), (472, 105.4548434, 7282)]",1,0
-123.1818087,49.2564641,475,4,Junction,"[(477, 92.6616668, 5770), (473, 100.4067262, 5953), (495, 126.9032534, 6073), (404, 240.3668151, 6254)]",4,0
-123.1818345,49.2642957,476,4,Junction,"[(479, 96.48349618, 3712), (470, 98.42747843, 3914), (503, 145.8174171, 6083), (418, 140.8875932, 6294)]",6,8
-123.1818021,49.25729759,477,3,Junction,"[(478, 64.07093299, 5529), (475, 92.6616668, 5770), (405, 240.2274153, 6253)]",0,0
-123.1817976,49.25787391,478,3,Junction,"[(477, 64.07093299, 5529), (490, 73.96494714, 6071), (448, 19.60407727, 6251)]",4,0
-123.1817954,49.2651632,479,4,Junction,"[(480, 93.19153121, 3517), (476, 96.48349618, 3712), (504, 145.2289704, 6082), (419, 141.402297, 6293)]",5,0
-123.1817727,49.26600134,480,4,Junction,"[(481, 93.18545741, 3281), (479, 93.19153121, 3517), (505, 145.8032201, 6081), (420, 140.8348301, 6292)]",1,0
-123.1817419,49.26683931,481,4,Junction,"[(482, 94.91726952, 3060), (480, 93.18545741, 3281), (507, 145.7601229, 6080), (422, 140.854376, 6291)]",1,1
-123.1817115,49.26769288,482,4,Junction,"[(483, 95.67595607, 2840), (481, 94.91726952, 3060), (508, 145.8083465, 6079), (423, 140.7323319, 6290)]",1,0
-123.1816802,49.26855326,483,4,Junction,"[(484, 99.39914677, 2380), (482, 95.67595607, 2840), (509, 145.8766861, 6078), (424, 139.8221854, 6288)]",3,8
-123.1816471,49.26944711,484,4,Junction,"[(485, 99.34444866, 2187), (483, 99.39914677, 2380), (510, 145.7652017, 6076), (425, 140.7421273, 6279)]",2,0
-123.1816139,49.27034047,485,4,Junction,"[(486, 101.3181606, 1968), (484, 99.34444866, 2187), (511, 145.6706993, 6075), (427, 140.7429936, 6268)]",3,0
-123.1815801,49.27125157,486,4,Junction,"[(487, 76.31825144, 1747), (485, 101.3181606, 1968), (512, 145.5739927, 6074), (430, 140.6803483, 6256)]",5,0
-123.1815546,49.27193786,487,3,Junction,"[(486, 76.31825144, 1747), (513, 146.7250735, 6036), (432, 141.8885178, 6220)]",6,0
-123.1807813,49.25785858,490,3,Junction,"[(552, 253.9600568, 5506), (496, 52.32112325, 6070), (478, 73.96494714, 6071)]",2,0
-123.1803205,49.23014117,491,3,Junction,"[(524, 116.797069, 5875), (438, 125.5916473, 6051)]",2,1
-123.1800648,49.25645748,495,3,Junction,"[(506, 25.5539393, 6072), (475, 126.9032534, 6073)]",1,0
-123.1800625,49.25784732,496,3,Junction,"[(497, 110.2878302, 5485), (554, 145.6595235, 5893), (490, 52.32112325, 6070)]",1,0
-123.1800269,49.2588391,497,4,Junction,"[(498, 100.5256548, 5290), (496, 110.2878302, 5485), (555, 145.7654826, 5892), (452, 145.8202719, 6069)]",1,0
-123.1799945,49.2597431,498,4,Junction,"[(499, 100.2889061, 4903), (497, 100.5256548, 5290), (556, 145.7603812, 5891), (456, 145.8835299, 6068)]",2,0
-123.1799641,49.260645,499,4,Junction,"[(500, 100.7873877, 4688), (498, 100.2889061, 4903), (557, 145.9045213, 5890), (460, 145.6775279, 6067)]",3,0
-123.1799297,49.26155132,500,4,Junction,"[(501, 100.4749526, 4471), (499, 100.7873877, 4688), (558, 145.8167101, 5889), (463, 145.8288083, 6066)]",3,0
-123.1798965,49.26245485,501,4,Junction,"[(502, 102.8070113, 4260), (500, 100.4749526, 4471), (559, 145.7655741, 5888), (466, 145.7664675, 6065)]",4,0
-123.1798631,49.26337936,502,4,Junction,"[(503, 98.37466907, 4060), (501, 102.8070113, 4260), (560, 145.7350489, 5887), (470, 145.8010526, 6064)]",3,0
-123.1798309,49.26426401,503,4,Junction,"[(504, 96.23407883, 3868), (502, 98.37466907, 4060), (562, 145.7284435, 5903), (476, 145.8174171, 6083)]",21,20
-123.1797999,49.26512941,504,4,Junction,"[(505, 93.43930733, 3662), (503, 96.23407883, 3868), (563, 145.6953813, 5902), (479, 145.2289704, 6082)]",3,0
-123.1797691,49.26596968,505,4,Junction,"[(507, 93.19242925, 3461), (504, 93.43930733, 3662), (565, 145.8087634, 5901), (480, 145.8032201, 6081)]",1,0
-123.1797136,49.25645606,506,2,Junction,"[(516, 113.1799156, 6041), (495, 25.5539393, 6072)]",0,0
-123.1797389,49.26680773,507,4,Junction,"[(508, 94.68943065, 3236), (505, 93.19242925, 3461), (567, 145.8733392, 5900), (481, 145.7601229, 6080)]",4,0
-123.1797079,49.26765923,508,4,Junction,"[(509, 95.88395171, 3015), (507, 94.68943065, 3236), (568, 145.8982392, 5899), (482, 145.8083465, 6079)]",0,0
-123.1796755,49.26852147,509,4,Junction,"[(510, 99.49217817, 2547), (508, 95.88395171, 3015), (569, 145.8100075, 5898), (483, 145.8766861, 6078)]",6,0
-123.179644,49.26941618,510,4,Junction,"[(511, 99.21087989, 2351), (509, 99.49217817, 2547), (571, 145.8118012, 5897), (484, 145.7652017, 6076)]",4,0
-123.1796121,49.27030835,511,4,Junction,"[(512, 101.2325497, 2139), (510, 99.21087989, 2351), (572, 145.8179496, 5896), (485, 145.6706993, 6075)]",1,0
-123.1795796,49.27121871,512,4,Junction,"[(513, 57.30181857, 1915), (511, 101.2325497, 2139), (573, 145.7451899, 5894), (486, 145.5739927, 6074)]",1,0
-123.1795618,49.27173402,513,4,Junction,"[(512, 57.30181857, 1915), (574, 147.08562, 5857), (487, 146.7250735, 6036)]",2,0
-123.1792079,49.25464538,515,3,Junction,"[(471, 190.5140417, 5724), (551, 49.63773485, 5895), (516, 100.7108518, 6225)]",0,0
-123.1791989,49.25555127,516,3,Junction,"[(473, 190.5381357, 5723), (506, 113.1799156, 6041), (515, 100.7108518, 6225)]",1,0
-123.1790297,49.21856599,517,4,Junction,"[(581, 243.1740099, 5524), (414, 355.5809537, 5753), (518, 321.7616601, 9974)]",1,0
-123.1789482,49.22145983,518,4,Junction,"[(564, 95.49881522, 5689), (434, 281.0073196, 5749), (519, 221.401776, 9611), (517, 321.7616601, 9974)]",3,0
-123.178893,49.22345106,519,4,Junction,"[(566, 95.45867244, 5687), (440, 226.2803467, 5748), (520, 105.4988509, 9580), (518, 221.401776, 9611)]",1,0
-123.1788669,49.2243999,520,3,Junction,"[(521, 115.6048736, 9519), (519, 105.4988509, 9580)]",1,0
-123.1788377,49.22543962,521,3,Junction,"[(589, 209.7822979, 5684), (522, 221.2489552, 9372), (520, 115.6048736, 9519)]",0,0
-123.1787823,49.22742947,522,3,Junction,"[(592, 209.7370869, 5682), (523, 120.4671816, 9321), (521, 221.2489552, 9372)]",0,0
-123.1787559,49.22851297,523,3,Junction,"[(594, 210.0170208, 5681), (524, 181.1803476, 9201), (522, 120.4671816, 9321)]",3,0
-123.1787162,49.23014252,524,4,Junction,"[(595, 241.0755082, 5639), (491, 116.797069, 5875), (525, 220.8304238, 9074), (523, 181.1803476, 9201)]",8,1
-123.1787125,49.23212894,525,3,Junction,"[(441, 241.5266038, 5747), (526, 79.14340439, 8837), (524, 220.8304238, 9074)]",1,0
-123.1787116,49.23284085,526,4,Junction,"[(442, 241.0566421, 5746), (527, 105.9706777, 8760), (525, 79.14340439, 8837)]",0,1
-123.1787098,49.23379408,527,3,Junction,"[(443, 240.7888351, 5745), (528, 106.0671944, 8695), (526, 105.9706777, 8760)]",0,0
-123.1787061,49.23474818,528,4,Junction,"[(576, 144.1347139, 5679), (444, 240.5560689, 5744), (529, 101.8917622, 8604), (527, 106.0671944, 8695)]",3,2
-123.1787014,49.23566471,529,3,Junction,"[(445, 240.3977041, 5743), (530, 81.85825056, 8559), (528, 101.8917622, 8604)]",0,0
-123.1786957,49.23640104,530,3,Junction,"[(446, 240.4689937, 5742), (531, 27.24880077, 8558), (529, 81.85825056, 8559)]",4,0
-123.1786937,49.23664614,531,3,Junction,"[(577, 144.5020014, 5676), (532, 25.40673383, 8557), (530, 27.24880077, 8558)]",0,0
-123.1786919,49.23687468,532,3,Junction,"[(447, 240.2538906, 5718), (533, 92.86492296, 8462), (531, 25.40673383, 8557)]",0,0
-123.1786846,49.23771001,533,4,Junction,"[(604, 217.1654722, 5674), (449, 240.4964537, 5741), (534, 92.90361976, 8398), (532, 92.86492296, 8462)]",2,0
-123.1786782,49.23854569,534,4,Junction,"[(605, 211.1163653, 5673), (450, 240.2128792, 5740), (535, 105.6185598, 8337), (533, 92.90361976, 8398)]",2,0
-123.1786701,49.23949573,535,4,Junction,"[(607, 211.1473686, 5672), (451, 240.6959352, 5739), (536, 105.5024677, 8278), (534, 105.6185598, 8337)]",0,0
-123.1786617,49.24044473,536,4,Junction,"[(608, 211.1661525, 5671), (453, 240.2066602, 5738), (537, 105.3039667, 8208), (535, 105.5024677, 8278)]",1,0
-123.1786526,49.24139195,537,4,Junction,"[(610, 211.2920332, 5670), (454, 240.2736203, 5737), (538, 105.4639309, 7923), (536, 105.3039667, 8208)]",1,0
-123.1786437,49.2423406,538,4,Junction,"[(613, 211.4330743, 5669), (455, 240.297303, 5736), (539, 105.455805, 7835), (537, 105.4639309, 7923)]",3,0
-123.1786331,49.24328917,539,4,Junction,"[(614, 211.4558404, 5668), (457, 240.3142376, 5735), (540, 105.6866322, 7782), (538, 105.455805, 7835)]",3,0
-123.1786263,49.24423984,540,4,Junction,"[(616, 211.7527679, 5667), (458, 239.9847976, 5734), (541, 105.5150283, 7681), (539, 105.6866322, 7782)]",3,0
-123.1786171,49.24518895,541,4,Junction,"[(617, 211.4530694, 5666), (459, 240.0712487, 5733), (542, 105.4555068, 7577), (540, 105.5150283, 7681)]",1,0
-123.1786087,49.24613753,542,4,Junction,"[(618, 211.4356591, 5664), (461, 240.0300716, 5732), (543, 105.5549227, 7461), (541, 105.4555068, 7577)]",2,0
-123.1785996,49.247087,543,4,Junction,"[(620, 211.3682543, 5663), (462, 240.0341468, 5731), (544, 105.6143813, 7359), (542, 105.5549227, 7461)]",1,0
-123.1785898,49.248037,544,4,Junction,"[(621, 211.2484161, 5662), (472, 233.0104763, 5730), (545, 105.5059001, 7274), (543, 105.6143813, 7359)]",2,0
-123.1785808,49.24898603,545,4,Junction,"[(622, 211.184288, 5661), (474, 233.0170687, 5729), (546, 115.5478338, 7169), (544, 105.5059001, 7274)]",2,0
-123.17857,49.25002538,546,4,Junction,"[(624, 211.1339758, 5695), (464, 240.1883128, 5750), (547, 110.7039317, 7061), (545, 115.5478338, 7169)]",3,2
-123.1785608,49.25102117,547,4,Junction,"[(625, 211.2290439, 5660), (465, 240.1388019, 5728), (548, 100.821926, 6749), (546, 110.7039317, 7061)]",1,0
-123.1785517,49.25192806,548,4,Junction,"[(626, 211.2641381, 5659), (467, 240.1474147, 5727), (549, 100.5476507, 6619), (547, 100.821926, 6749)]",2,0
-123.1785433,49.25283249,549,4,Junction,"[(628, 211.3537224, 5658), (468, 240.0918182, 5726), (550, 100.6058243, 6533), (548, 100.5476507, 6619)]",0,0
-123.1785346,49.25373744,550,4,Junction,"[(583, 167.829526, 5656), (469, 240.0513154, 5725), (551, 100.6398387, 6349), (549, 100.6058243, 6533)]",0,0
-123.1785257,49.2546427,551,4,Junction,"[(578, 136.7339849, 5655), (515, 49.63773485, 5895), (552, 171.442271, 5918), (550, 100.6398387, 6349)]",1,0
-123.178511,49.25618483,552,4,Junction,"[(490, 253.9600568, 5506), (553, 114.2953034, 5761), (551, 171.442271, 5918), (578, 211.8982661, 5930)]",2,0
-123.1782203,49.25718616,553,3,Junction,"[(587, 240.000584, 5512), (554, 70.99747524, 5518), (552, 114.2953034, 5761)]",1,0
-123.1780614,49.25781156,554,4,Junction,"[(555, 110.6267805, 5317), (553, 70.99747524, 5518), (586, 140.731916, 5653), (496, 145.6595235, 5893)]",4,2
-123.1780243,49.25880637,555,4,Junction,"[(556, 100.6774905, 5144), (554, 110.6267805, 5317), (588, 140.6566027, 5652), (497, 145.7654826, 5892)]",2,0
-123.1779918,49.25971173,556,4,Junction,"[(557, 100.5407161, 4726), (555, 100.6774905, 5144), (590, 140.6865354, 5651), (498, 145.7603812, 5891)]",4,0
-123.1779593,49.26061587,557,4,Junction,"[(558, 100.4858492, 4502), (556, 100.5407161, 4726), (591, 140.715375, 5650), (499, 145.9045213, 5890)]",1,0
-123.1779261,49.2615195,558,4,Junction,"[(559, 100.5196396, 4286), (557, 100.4858492, 4502), (593, 140.6920925, 5649), (500, 145.8167101, 5889)]",3,0
-123.1778937,49.26242344,559,4,Junction,"[(560, 102.8242354, 4098), (558, 100.5196396, 4286), (596, 140.7179287, 5648), (501, 145.7655741, 5888)]",3,0
-123.1778606,49.26334811,560,4,Junction,"[(562, 98.35951018, 3903), (559, 102.8242354, 4098), (600, 140.6737792, 5647), (502, 145.7350489, 5887)]",4,0
-123.1778284,49.26423262,562,4,Junction,"[(563, 96.23223569, 3702), (560, 98.35951018, 3903), (602, 140.7087802, 5694), (503, 145.7284435, 5903)]",21,30
-123.1777978,49.26509802,563,4,Junction,"[(565, 93.39244808, 3505), (562, 96.23223569, 3702), (606, 140.7846626, 5693), (504, 145.6953813, 5902)]",1,0
-123.177637,49.22144436,564,3,Junction,"[(584, 114.3075138, 5688), (518, 95.49881522, 5689), (566, 221.4579669, 9617)]",0,0
-123.1777655,49.26593783,565,4,Junction,"[(567, 93.16802066, 3269), (563, 93.39244808, 3505), (611, 140.6679641, 5692), (505, 145.8087634, 5901)]",1,0
-123.1775822,49.2234361,566,3,Junction,"[(585, 114.3385094, 5686), (519, 95.45867244, 5687), (564, 221.4579669, 9617)]",0,0
-123.1777344,49.26677565,567,4,Junction,"[(568, 94.51102306, 3046), (565, 93.16802066, 3269), (615, 140.6268649, 5691), (507, 145.8733392, 5900)]",5,0
-123.1777031,49.26762554,568,4,Junction,"[(569, 96.19162545, 2830), (567, 94.51102306, 3046), (619, 140.6153219, 5690), (508, 145.8982392, 5899)]",5,0
-123.1776718,49.26849056,569,4,Junction,"[(571, 99.30829574, 2374), (568, 96.19162545, 2830), (623, 140.5796451, 5683), (509, 145.8100075, 5898)]",5,2
-123.1776402,49.26938362,571,4,Junction,"[(572, 99.2830643, 2182), (569, 99.30829574, 2374), (627, 140.7140572, 5677), (510, 145.8118012, 5897)]",3,0
-123.1776082,49.27027644,572,4,Junction,"[(573, 101.5708272, 1960), (571, 99.2830643, 2182), (630, 140.7876856, 5665), (511, 145.8179496, 5896)]",4,0
-123.1775765,49.27118985,573,4,Junction,"[(574, 37.75995667, 1959), (572, 101.5708272, 1960), (632, 140.9243449, 5654), (512, 145.7451899, 5894)]",3,0
-123.1775642,49.27152941,574,3,Junction,"[(573, 37.75995667, 1959), (633, 142.337119, 5626), (513, 147.08562, 5857)]",0,0
-123.1767262,49.2347449,576,3,Junction,"[(612, 73.60775606, 5678), (528, 144.1347139, 5679), (577, 210.5142741, 8519)]",3,0
-123.1767087,49.23663849,577,3,Junction,"[(603, 66.49114921, 5675), (531, 144.5020014, 5676), (576, 210.5142741, 8519)]",2,0
-123.1766905,49.25472745,578,4,Junction,"[(551, 136.7339849, 5655), (552, 211.8982661, 5930), (636, 148.7786116, 6402), (579, 61.98251886, 6459)]",2,0
-123.1765862,49.2541821,579,2,Psudo,"[(583, 56.8365215, 6458), (578, 61.98251886, 6459)]",1,0
-123.176171,49.21769625,581,4,Junction,"[(661, 245.0643761, 5131), (517, 243.1740099, 5524), (582, 193.4225439, 10023)]",2,0
-123.1761227,49.21943584,582,3,Junction,"[(663, 219.1302173, 5128), (584, 221.5887161, 9959), (581, 193.4225439, 10023)]",0,0
-123.1762283,49.25372767,583,3,Junction,"[(550, 167.829526, 5656), (579, 56.8365215, 6458), (631, 89.80152256, 6567)]",1,0
-123.1760674,49.22142876,584,4,Junction,"[(664, 219.8308741, 5127), (564, 114.3075138, 5688), (585, 221.3473823, 9610), (582, 221.5887161, 9959)]",0,0
-123.1760122,49.22341951,585,4,Junction,"[(670, 220.4920622, 5126), (566, 114.3385094, 5686), (589, 220.7925554, 9494), (584, 221.3473823, 9610)]",0,0
-123.1761279,49.25778149,586,4,Junction,"[(588, 110.6377778, 5456), (641, 129.6451173, 5470), (629, 140.3661451, 5507), (554, 140.731916, 5653)]",1,1
-123.1760962,49.25553755,587,3,Junction,"[(639, 125.6241636, 5472), (553, 240.000584, 5512), (634, 112.8780854, 6224)]",4,0
-123.1760917,49.25877642,588,4,Junction,"[(590, 100.6804566, 5265), (586, 110.6377778, 5456), (643, 140.8827552, 5469), (555, 140.6566027, 5652)]",2,0
-123.175957,49.22540526,589,4,Junction,"[(679, 221.2087393, 5478), (521, 209.7822979, 5684), (592, 221.5099802, 9368), (585, 220.7925554, 9494)]",0,0
-123.1760588,49.2596818,590,4,Junction,"[(591, 100.5472498, 4849), (588, 100.6804566, 5265), (644, 140.8657636, 5468), (556, 140.6865354, 5651)]",2,0
-123.1760259,49.26058599,591,4,Junction,"[(593, 100.4964411, 4639), (590, 100.5472498, 4849), (646, 140.8486106, 5467), (557, 140.715375, 5650)]",1,0
-123.175902,49.22739747,592,4,Junction,"[(686, 221.9543858, 5125), (522, 209.7370869, 5682), (594, 120.3206023, 9319), (589, 221.5099802, 9368)]",1,0
-123.175993,49.26148972,593,4,Junction,"[(596, 100.5263047, 4423), (591, 100.4964411, 4639), (647, 140.8302326, 5466), (558, 140.6920925, 5649)]",3,0
