Unit,id,civic_number,street_name,name,category,latitude,longitude,junction_id,junction_dst
N/A,5092,4216,MAIN ST,Trafiq Café,Food & Beverage,49.24733775294818,-123.10075293651214,3209,32.105705820094556
N/A,5100,4265,MAIN ST,Restaurant Yugo,Food & Beverage,49.247470755755344,-123.10151412108138,3211,30.64160797652608
N/A,5101,4267,MAIN ST,Spirithouse Thai Product,Comparison Goods,49.247470755755344,-123.10151412108138,3211,30.64160797652608
N/A,5105,4282,MAIN ST,Marshmallow Monkey Design,Comparison Goods,49.24679365157338,-123.10081641131184,3209,53.42690540483404
N/A,5109,4296,MAIN ST,Dutch Love Cannabis,Convenience Goods,49.24651928761551,-123.10082818287334,3207,67.38501111747686
N/A,5110,4298,MAIN ST,Chickpea,Food & Beverage,49.24651928761551,-123.10082818287334,3207,67.38501111747686
N/A,5115,4323,MAIN ST,Jasmine Mediterranean Foods,Convenience Goods,49.24695631034028,-123.10157556416371,3209,42.22363752967176
N/A,5116,4326,MAIN ST,Paulie's Barbershop,Service Commercial,49.24645040234954,-123.1008104020027,3207,61.1683058287729
N/A,5121,4341,MAIN ST,Balance Botanicals,Convenience Goods,49.24675214954395,-123.10158740138787,3209,60.67218654025622
N/A,5123,4347,MAIN ST,Gilligan Girl's Boutique,Comparison Goods,49.246661747718676,-123.10159119912362,3209,69.6043495266388
N/A,5124,4348,MAIN ST,Three Dog Bakery,Comparison Goods,49.246211871960156,-123.10084155638343,3207,38.568305513620274
N/A,5125,4355,MAIN ST,Still Fabulous Thrift,Comparison Goods,49.246560323657114,-123.10159542489953,3207,70.84039950907017
N/A,5126,4360,MAIN ST,Twenty Eight North,Comparison Goods,49.24612135147794,-123.10084528100451,3207,32.17240544981397
N/A,5128,4363,MAIN ST,Trilussa Pizza,Food & Beverage,49.246469704154016,-123.10159921116792,3207,61.76189929229902
N/A,5130,4373,MAIN ST,Vape Corner,Convenience Goods,49.2463900871083,-123.1016025542177,3207,54.07991551042413
N/A,5131,4376,MAIN ST,Vacant UC,Vacant UC,49.24597337673493,-123.10085198828226,3207,27.01256334559859
N/A,5132,4377,MAIN ST,Pane Formaggio,Convenience Goods,49.2463900871083,-123.1016025542177,3207,54.07991551042413
N/A,5134,4386,MAIN ST,Computer Clearance Centre,Comparison Goods,49.24590433364182,-123.10083364392631,3207,29.300950922828154
N/A,5139,4394,MAIN ST,Marti's Antiques,Comparison Goods,49.24583442219038,-123.10083730471156,3248,25.40471261721549
N/A,5146,4423,MAIN ST,BC Liquor Store,Convenience Goods,49.245182544783695,-123.10166659503965,3204,66.25972803026481
N/A,5149,4435,MAIN ST,Main Street Insurance,Service Commercial,49.245182544783695,-123.10166659503965,3204,66.25972803026481
N/A,5152,4456,MAIN ST,Winnies Alterations,Service Commercial,49.2448106701823,-123.10087839061586,3203,48.105535116693346
N/A,5163,4510,MAIN ST,Old Stuff Two,Comparison Goods,49.24416880225753,-123.10090447359521,3203,43.84702170673923
N/A,5168,4527,MAIN ST,LifeLabs,Service Commercial,49.24422421477232,-123.10168819861794,3203,39.89537458146108
N/A,5174,4538,MAIN ST,Dr. Chung,Service Commercial,49.243915463609675,-123.10091523998939,3203,67.61825481818587
N/A,5177,4562,MAIN ST,Kissing Crows,Comparison Goods,49.24370193315716,-123.10092419140943,3202,55.925923327378555
N/A,5179,4575,MAIN ST,Clarkdale Motors,Automotive Goods & Services,49.24342958392197,-123.10172365679196,3202,32.26494885464765
N/A,5180,4578,MAIN ST,City Paws,Comparison Goods,49.243513476661064,-123.10093240935842,3202,39.54260412776622
N/A,5182,4601,MAIN ST,Sampaquita Travel,Service Commercial,49.243143855294775,-123.1017577071286,3202,33.68662587939793
N/A,5184,4607,MAIN ST,Refind,Comparison Goods,49.24303714070651,-123.1017623404401,3202,40.67776418578017
N/A,5185,4610,MAIN ST,Centro Medical Centre,Service Commercial,49.243058636475055,-123.10095356766102,3202,37.46916694182488
N/A,5188,4643,MAIN ST,Denim and Steele,Service Commercial,49.24293887166814,-123.10176706115534,3202,48.833570774137776
N/A,5192,4678,MAIN ST,The All Vacuum Store,Comparison Goods,49.24272107671027,-123.10099468816202,3201,57.12790235314819
N/A,5198,4770,MAIN ST,Balloon Atics,Comparison Goods,49.24240498941596,-123.10100909709755,3201,31.066584572094694
N/A,5202,4807,MAIN ST,Matchstick,Food & Beverage,49.241803755113466,-123.10181929274336,3200,36.30011018445844
N/A,5209,4853,MAIN ST,Long's Noodle House,Food & Beverage,49.241254354176824,-123.10184428547085,3200,87.26107835216256
N/A,5213,4871,MAIN ST,Deep Dollar Discount Centre,Comparison Goods,49.240839877329286,-123.10186313251454,3196,47.60753277919351
N/A,5214,4873,MAIN ST,East Side Tae Kwon Do,Entertainment and Leisure,49.240839877329286,-123.10186313251454,3196,47.60753277919351
N/A,5223,4915,MAIN ST,Cambie Denture Clinic,Service Commercial,49.24022296022378,-123.1018907055429,3196,43.07848248838567
N/A,5226,4925,MAIN ST,Dr. Aloyius Tong,Service Commercial,49.24022296022378,-123.1018907055429,3196,43.07848248838567
N/A,5229,185,E 11TH AV,Roller Girl,Comparison Goods,49.26132602370194,-123.10156990449336,3219,47.14096375563458
N/A,5233,511,E 15TH AV,Chung Shao Herbal Clinic,Service Commercial,49.257703223838924,-123.09353800360338,3578,35.841112691576946
N/A,5235,525,E 15TH AV,Venture 1 Security,Service Commercial,49.257703223838924,-123.09353800360338,3578,35.841112691576946
N/A,5241,213,E 16TH AV,Studio 16,Service Commercial,49.25685384059504,-123.10048858158724,3243,33.698779553440865
N/A,5243,221,E 16TH AV,East side Rerides,Comparison Goods,49.2568497891361,-123.10029915573325,3243,40.17188494305782
N/A,5252,215,E 50TH AV,Kohli's Mens Hairstyling,Service Commercial,49.224846368776916,-123.10125552768727,3179,32.12628468057201
N/A,5259,6411,MAIN ST,Polo Market,Convenience Goods,49.22644139703642,-123.101999397235,3185,39.79771443565084
N/A,5260,6415,MAIN ST,White Blossom Day Spa,Service Commercial,49.22644139703642,-123.101999397235,3185,39.79771443565084
N/A,5262,6418,MAIN ST,Dank Mart,Convenience Goods,49.22642484827826,-123.10119363741296,3185,36.66159300104011
N/A,5264,6428,MAIN ST,Naz Wellness (secondary space for pharmacy),Convenience Goods,49.22633433492723,-123.10119912070809,3185,43.997113772626854
N/A,5265,6430,MAIN ST,Main Family Practice,Service Commercial,49.22633433492723,-123.10119912070809,3185,43.997113772626854
N/A,5267,6438,MAIN ST,Kohli's Master Cuts,Service Commercial,49.22624369789733,-123.10120408182917,3185,52.28316259425651
N/A,5269,6440,MAIN ST,Manny's Pizza,Food & Beverage,49.22624369789733,-123.10120408182917,3185,52.28316259425651
N/A,5274,6468,MAIN ST,Hartwell Therapy and Wellness,Service Commercial,49.22601734907826,-123.10121752129625,3180,49.401581260085415
N/A,5278,6501,MAIN ST,Tim Hortons,Food & Beverage,49.22533163773691,-123.10205335918549,3180,48.15926005829011
N/A,5283,6526,MAIN ST,Smoke City Convenience,Comparison Goods,49.22532592657603,-123.10123765079531,3180,46.011551413736434
N/A,5289,6560,MAIN ST,All India Restaurant,Food & Beverage,49.22513422032632,-123.10124488560861,3179,55.132020041747474
N/A,5290,6563,MAIN ST,Me Time Aesthetics,Service Commercial,49.22496053233414,-123.10206694273252,3179,40.84519838331236
N/A,5301,6587,MAIN ST,Himalaya Restaurant,Food & Beverage,49.22496053233414,-123.10206694273252,3179,40.84519838331236
N/A,5303,6604,MAIN ST,Total Care Pharmacy,Convenience Goods,49.22456651560821,-123.1012643401681,3179,32.43713914628775
N/A,5304,6607,MAIN ST,S & S Insurance,Service Commercial,49.224585460305306,-123.10208119086548,3179,34.50045289215783
N/A,5306,6612,MAIN ST,Bharti Art Jewellers,Comparison Goods,49.224471051535765,-123.10126742196836,3179,38.754390752210874
N/A,5309,6632,MAIN ST,The Scoli Clinic,Service Commercial,49.22437548239299,-123.10127030302978,3179,46.67743418579652
N/A,5310,6635,MAIN ST,Punjab Food Centre,Convenience Goods,49.22439352422011,-123.1020878354076,3179,47.844398811250784
N/A,5312,6649,MAIN ST,Mother India,Comparison Goods,49.22429760408286,-123.10209089407114,3179,56.37874831871312
N/A,5317,6669,MAIN ST,UCMAS,Service Commercial,49.22410600097208,-123.10209735794051,3178,48.65808961271825
N/A,5318,6672,MAIN ST,Universal,Service Commercial,49.224088636559166,-123.10127879616928,3178,46.706786645825225
1,5330,7247,MAIN ST,Dollar Plus,Convenience Goods,49.218895158816494,-123.10227733839689,3171,54.005179654774615
N/A,5332,7260,MAIN ST,Best Quality Sweets & Rest.,Food & Beverage,49.21857762711569,-123.10148210640101,3169,32.05112287004002
N/A,5334,7271,MAIN ST,Fraserview Tandoori House,Food & Beverage,49.2187673107572,-123.10228242052494,3169,45.660005931223616
N/A,5347,926,MAIN ST,The American,Food & Beverage,49.27622601614299,-123.09945967081654,3277,36.28682678052454
N/A,5348,929,MAIN ST,The Source Enterprises Ltd,Comparison Goods,49.27638050338408,-123.10040577308236,3277,54.85139805137592
N/A,5352,1001,MAIN ST,T-Rex Urban Food and Coffee Shop,Convenience Goods,49.27566659146653,-123.1003715611868,3277,55.03204542022314
N/A,5353,1003,MAIN ST,Russian World,Comparison Goods,49.27566659146653,-123.1003715611868,3277,55.03204542022314
N/A,5361,1024,MAIN ST,Ellis Building Event Space & Studios,Comparison Goods,49.27526720637757,-123.09950171963773,3322,35.61771167201246
N/A,5367,1149,MAIN ST,Main Station Pharmacy,Convenience Goods,49.274320748938365,-123.1004197611603,3275,75.75038562271703
N/A,5374,1399,MAIN ST,A&W Main St,Food & Beverage,49.27317790557824,-123.10060691317466,3271,62.52534000544451
N/A,5384,1658,MAIN ST,Dan's Mechanical,Automotive Goods & Services,49.27095499108644,-123.10016070010596,3276,22.082576804065468
N/A,5385,1670,MAIN ST,Kal Tire Ltd,Automotive Goods & Services,49.27061611621713,-123.10030461146411,3245,28.434228276010252
N/A,5389,1721,MAIN ST,YYoung Medicine Mart,Convenience Goods,49.26986165530509,-123.1010938412093,3244,42.98070822639448
N/A,5391,1790,MAIN ST,Mr Lube,Automotive Goods & Services,49.269359822348314,-123.10031767064059,3242,34.33434627795301
N/A,5392,183,TERMINAL AV,VanCity Credit Union,Service Commercial,49.27334463090292,-123.10096640115405,3181,65.67225481003554
N/A,5401,432,SW MARINE DRIVE,Shoppers Drug Mart,Convenience Goods,49.2096953454689,-123.11612704480842,2607,85.93386651252884
N/A,5403,446,SW MARINE DRIVE,TD Canada Trust,Service Commercial,49.2096953454689,-123.11612704480842,2607,85.93386651252884
301,5413,470,SW MARINE DRIVE,Marine Gateway Medical Clinic,Service Commercial,49.2096953454689,-123.11612704480842,2607,85.93386651252884
303,5414,470,SW MARINE DRIVE,Marine View Optometry,Comparison Goods,49.2096953454689,-123.11612704480842,2607,85.93386651252884
N/A,5416,474,SW MARINE DRIVE,Subway,Food & Beverage,49.2096953454689,-123.11612704480842,2607,85.93386651252884
N/A,5421,490,SW MARINE DRIVE,Cambie Star Currency,Service Commercial,49.2096953454689,-123.11612704480842,2607,85.93386651252884
N/A,5425,495,SW MARINE DRIVE,Celsius Bubble Tea,Food & Beverage,49.211385319986114,-123.11650688356463,2639,23.710846090878018
N/A,5427,497,SW MARINE DRIVE,Dr. Daniel Lap Kei Yip,Service Commercial,49.211385319986114,-123.11650688356463,2639,23.710846090878018
N/A,5435,644,SW MARINE DRIVE,Subway Restaurant,Food & Beverage,49.20860830885435,-123.11973634617014,2475,47.25472726430721
N/A,5436,7902,GRANVILLE ST,Otic Hair and Beauty Salon,Service Commercial,49.21392014547855,-123.13991749115853,1641,30.58776799030841
N/A,5447,7964,GRANVILLE ST,Mirchi Restaurant,Food & Beverage,49.21354538581285,-123.13995302724632,1640,53.82573791783875
N/A,5461,8030,GRANVILLE ST,Hey! I am Yogost,Food & Beverage,49.21278210938294,-123.13995993877948,1640,48.82799270359964
N/A,5465,8055,GRANVILLE ST,Enchanted Florist,Convenience Goods,49.21253184096298,-123.14079316401502,1639,43.353461348789644
N/A,5469,8072,GRANVILLE ST,Granville Auto Service,Automotive Goods & Services,49.2120888442222,-123.13998900121487,1639,33.675207525593294
N/A,5470,8073,GRANVILLE ST,Nuestro Spa,Service Commercial,49.21253184096298,-123.14079316401502,1639,43.353461348789644
N/A,5471,8079,GRANVILLE ST,Mr. Mustache Tea,Food & Beverage,49.21253184096298,-123.14079316401502,1639,43.353461348789644
N/A,5474,8099,GRANVILLE ST,Sushi bar Shu,Food & Beverage,49.21253184096298,-123.14079316401502,1639,43.353461348789644
N/A,5478,8167,GRANVILLE ST,Pho Golden Pair Vietnamese,Food & Beverage,49.211997432927234,-123.14081068893401,1639,41.81610475515565
N/A,5480,8175,GRANVILLE ST,Neptune BBQ House,Food & Beverage,49.211997432927234,-123.14081068893401,1639,41.81610475515565
N/A,5484,8185,GRANVILLE ST,Bing and Noodles World,Food & Beverage,49.211997432927234,-123.14081068893401,1639,41.81610475515565
N/A,5486,8211,GRANVILLE ST,LB Image Beauty Salon,Service Commercial,49.21164364724701,-123.14082181887987,1638,43.23071425287882
N/A,5491,8265,GRANVILLE ST,Classic Eyewear,Comparison Goods,49.21164364724701,-123.14082181887987,1638,43.23071425287882
N/A,5495,8279,GRANVILLE ST,Nature's Best Natural Foods,Convenience Goods,49.21164364724701,-123.14082181887987,1638,43.23071425287882
N/A,5499,8289,GRANVILLE ST,Marpole Chiropractic Clinic,Service Commercial,49.21164364724701,-123.14082181887987,1638,43.23071425287882
N/A,5507,8369,GRANVILLE ST,Talay Tai,Food & Beverage,49.21065422365469,-123.14085664647934,1636,34.292069753337714
N/A,5508,8377,GRANVILLE ST,Scotiabank,Service Commercial,49.21065422365469,-123.14085664647934,1636,34.292069753337714
N/A,5515,8419,GRANVILLE ST,Travel Agency,Service Commercial,49.210150956520174,-123.1409049103519,1636,52.01682569254626
N/A,5518,8450,GRANVILLE ST,CIBC,Service Commercial,49.20991970454544,-123.14005814860106,1636,71.0453225583973
N/A,5519,8457,GRANVILLE ST,Insure B.C.,Service Commercial,49.210150956520174,-123.1409049103519,1636,52.01682569254626
N/A,5520,8459,GRANVILLE ST,Slow Lane Fashion Co.,Comparison Goods,49.210150956520174,-123.1409049103519,1636,52.01682569254626
N/A,5528,8516,GRANVILLE ST,Nanji & Associates,Service Commercial,49.209303352720696,-123.14008395042485,1633,82.03938381861174
N/A,5529,8520,GRANVILLE ST,H & R Block,Service Commercial,49.209303352720696,-123.14008395042485,1633,82.03938381861174
N/A,5538,8570,GRANVILLE ST,Tad's Sporting Goods,Comparison Goods,49.208800560660144,-123.1401048470958,1633,35.38611792387669
N/A,5539,8574,GRANVILLE ST,Boomer Drugs,Convenience Goods,49.208800560660144,-123.1401048470958,1633,35.38611792387669
N/A,5542,8602,GRANVILLE ST,Dutch Love Cannabis,Convenience Goods,49.208274354828255,-123.1401130325193,1631,40.26520260646398
N/A,5543,8606,GRANVILLE ST,Money Mart,Service Commercial,49.208274354828255,-123.1401130325193,1631,40.26520260646398
N/A,5546,8618,GRANVILLE ST,Fresh Slice,Food & Beverage,49.208274354828255,-123.1401130325193,1631,40.26520260646398
N/A,5547,8619,GRANVILLE ST,Hair Reflections,Service Commercial,49.208188537897094,-123.1409433592127,1591,47.76706023451384
N/A,5549,8623,GRANVILLE ST,UPS Store,Service Commercial,49.208188537897094,-123.1409433592127,1591,47.76706023451384
N/A,5551,8636,GRANVILLE ST,Pho Mai Mai Café,Food & Beverage,49.20791145929766,-123.1401279974466,1631,73.96826120979279
N/A,5552,8638,GRANVILLE ST,Holllywood Nail,Service Commercial,49.20791145929766,-123.1401279974466,1631,73.96826120979279
N/A,5555,8646,GRANVILLE ST,Ikura Japanese,Food & Beverage,49.20791145929766,-123.1401279974466,1631,73.96826120979279
N/A,5565,8686,GRANVILLE ST,Shell Select,Automotive Goods & Services,49.207363630379625,-123.14014739566532,1630,44.38325056915255
N/A,5567,1505,W 66TH AV,Boyd and Company Chartered Professional Accountant,Service Commercial,49.21164364724701,-123.14082181887987,1638,43.23071425287882
N/A,5568,1510,W 70TH AV,Thrift Wild Life Store,Comparison Goods,49.208188537897094,-123.1409433592127,1591,47.76706023451384
N/A,5573,299,E 10TH AV,Pur and Simple,Food & Beverage,49.262373005493686,-123.0997592419983,3306,56.69322528955932
N/A,5589,181,E 16TH AV,Toshi Sushi,Food & Beverage,49.25704572344046,-123.10168473349066,3210,61.22781605801819
N/A,5599,210,E 4TH AV,Hilton Overseas Auto Inc,Automotive Goods & Services,49.2671549020574,-123.10029712481474,3238,37.66083695624872
N/A,5600,216,E 4TH AV,Kranky Cafe,Food & Beverage,49.26703750800808,-123.09974163988319,3333,76.14226396698672
120,5603,260,E 5TH AV,L'atelier Patisserie Ltd,Convenience Goods,49.266126934607,-123.0993731177516,3330,49.878460530398144
N/A,5609,279,E 6TH AV,Itsumo Home Inc,Comparison Goods,49.2657378347697,-123.09938959346891,3328,50.66690577341533
N/A,5611,156,E 7TH AV,Shift Power Yoga Vancouver Ltd,Entertainment and Leisure,49.264403827108836,-123.10160491668006,3234,52.79919091787611
N/A,5612,201,E 7TH AV,Como Taperia,Food & Beverage,49.26486453313475,-123.10039425582016,3235,45.75707771629037
N/A,5617,129,E 8TH AV,Colourstrings Music,Service Commercial,49.263975976029315,-123.10206368103226,3117,67.54664375762783
N/A,5618,139,E 8TH AV,Vivreau Water Systems,Service Commercial,49.263975976029315,-123.10206368103226,3117,67.54664375762783
N/A,5629,15,E BROADWAY,Murata,Comparison Goods,49.263210571913056,-123.10443650942472,3035,39.818448354542156
N/A,5630,18,E BROADWAY,Videomatica Sales,Service Commercial,49.26273229238178,-123.10466501610745,3035,33.614029132870556
N/A,5640,78,E BROADWAY,Pacific Angler,Comparison Goods,49.26270643959494,-123.10342098310099,3114,44.185639277793506
N/A,5642,98,E BROADWAY,Subway,Food & Beverage,49.26270643959494,-123.10342098310099,3114,44.185639277793506
N/A,5643,104,E BROADWAY,Mt. Pleasant Optometery,Service Commercial,49.26268239931336,-123.10273804547035,3114,33.78892763135994
N/A,5648,111,E BROADWAY,Belmont Barbers,Service Commercial,49.263184309627725,-123.10250279192992,3114,41.03668862609072
N/A,5649,120,E BROADWAY,Portside Interiors,Comparison Goods,49.26267494409727,-123.10237320512725,3114,51.863000767780996
N/A,5651,127,E BROADWAY,Vacant UC,Vacant UC,49.263180019638845,-123.10229593789549,3114,53.377295933878834
N/A,5665,183,E BROADWAY,Freshslice Pizza,Food & Beverage,49.26308868186463,-123.10143533242585,3227,40.926251926307
N/A,5666,189,E BROADWAY,Sushi Kaido,Food & Beverage,49.26308868186463,-123.10143533242585,3227,40.926251926307
N/A,5667,225,E BROADWAY,West Coast Jungle,Convenience Goods,49.26314220421304,-123.10016198879738,3262,29.581955625339376
N/A,5675,288,E BROADWAY,Nesters Market,Convenience Goods,49.262373005493686,-123.0997592419983,3306,56.69322528955932
N/A,5680,325,E BROADWAY,AJ's Brooklyn Pizza Ltd,Food & Beverage,49.26305273711806,-123.09813666490173,3324,63.416123972132716
N/A,5688,345,E BROADWAY,Money Mart,Service Commercial,49.263045859387084,-123.09781524381073,3422,65.05651999855867
N/A,5690,363,E BROADWAY,Donky Chicken,Food & Beverage,49.263038329959585,-123.0974634352661,3422,43.14416073571667
N/A,5691,365,E BROADWAY,Pilates Process Vancouver,Entertainment and Leisure,49.263038329959585,-123.0974634352661,3422,43.14416073571667
N/A,5692,367,E BROADWAY,The Acupuncture Hub,Service Commercial,49.263038329959585,-123.0974634352661,3422,43.14416073571667
N/A,5698,402,E BROADWAY,Easy Financial Services Inc,Service Commercial,49.26222813999855,-123.09549176669019,3461,50.08671873187951
N/A,5699,406,E BROADWAY,Easyway Lending Group Inc,Service Commercial,49.26222813999855,-123.09549176669019,3461,50.08671873187951
N/A,5707,432,E BROADWAY,Foreign Electronics Ltd,Comparison Goods,49.26222813999855,-123.09549176669019,3461,50.08671873187951
N/A,5724,545,E BROADWAY,Fit Body by George,Entertainment and Leisure,49.262799912257194,-123.09194754127017,3641,74.75699768880531
N/A,5726,551,E BROADWAY,M&I Sewing Machine & Service,Comparison Goods,49.26279883292778,-123.09180941770126,3641,66.01217986337078
N/A,5737,603,E BROADWAY,Caspers House of Vintage,Comparison Goods,49.26279040634047,-123.09060136603756,3641,46.51113490738238
N/A,5740,607,E BROADWAY,Cam's Beautiful Salon,Service Commercial,49.26279040634047,-123.09060136603756,3641,46.51113490738238
N/A,5744,615,E BROADWAY,Subway Restaurant,Food & Beverage,49.26279040634047,-123.09060136603756,3641,46.51113490738238
N/A,5757,675,E BROADWAY,Nada Grocery Inc,Convenience Goods,49.26278278679518,-123.08966816285367,3732,53.88274040647633
N/A,5758,680,E BROADWAY,Noor Convenience & Donair,Convenience Goods,49.26217476674767,-123.08946950998664,3732,42.063063559365986
N/A,5759,691,E BROADWAY,Ba Le Deli & Bakery Ltd,Food & Beverage,49.26278278679518,-123.08966816285367,3732,53.88274040647633
N/A,5760,701,E BROADWAY,RAD Cycles,Comparison Goods,49.26277662319831,-123.08890818037135,3732,37.11879054812216
N/A,5764,720,E BROADWAY,NHA Trang Deli (2020) Ltd,Food & Beverage,49.26216780788419,-123.088502676668,3732,54.9166573353975
N/A,5769,740,E BROADWAY,Green Cartridge Inc,Comparison Goods,49.26216450000766,-123.0880876104237,3801,74.38923057618186
N/A,5771,744,E BROADWAY,Fantasy Cuts,Service Commercial,49.26216450000766,-123.0880876104237,3801,74.38923057618186
N/A,5773,750,E BROADWAY,Vacant UC,Vacant UC,49.26216339555053,-123.0879492563926,3801,65.53115853167574
N/A,5777,758,E BROADWAY,Punch Studio,Service Commercial,49.26216229092877,-123.08781090099302,3801,57.06594918447669
N/A,5780,795,E BROADWAY,Kentucky Fried Chicken Store #1824,Food & Beverage,49.26276483566286,-123.08745525243216,3801,40.70737932970257
N/A,5788,39,KINGSWAY,Whisk Matcha x Level V,Food & Beverage,49.26413379983661,-123.10005074992192,3263,51.94936553424455
N/A,5790,44,KINGSWAY,Budgie's Burritos,Food & Beverage,49.263773315662604,-123.10063127897567,3230,22.185005814461945
N/A,5791,46,KINGSWAY,Dig-It,Comparison Goods,49.263773315662604,-123.10063127897567,3230,22.185005814461945
N/A,5792,55,KINGSWAY,La Petite Cuillere,Convenience Goods,49.263330245197594,-123.09938095767025,3325,49.85138920332351
N/A,5793,63,KINGSWAY,Apple & Berry Cell Phone Services Inc,Comparison Goods,49.263330245197594,-123.09938095767025,3325,49.85138920332351
N/A,5799,86,KINGSWAY,Knowledge Barbers Inc,Service Commercial,49.26314220421304,-123.10016198879738,3262,29.581955625339376
N/A,5802,99,KINGSWAY,Jerry's European Hair Styling,Service Commercial,49.263330245197594,-123.09938095767025,3325,49.85138920332351
N/A,5814,392,KINGSWAY,Speedy Glass,Automotive Goods & Services,49.25959659369868,-123.0968795952529,3448,36.903649516912324
N/A,5821,615,KINGSWAY,Savio Volpe,Food & Beverage,49.25748895367156,-123.09092104253747,3652,30.891170761828427
N/A,5825,629,KINGSWAY,Heart Breaker Salon,Service Commercial,49.2574625485544,-123.09070775622325,3652,31.55761605924898
N/A,5833,661,E 15TH AV,The 661 Optical,Comparison Goods,49.2573637393114,-123.08966190497972,3709,30.337701836660614
N/A,5834,663,E 15TH AV,Les Faux Bourgeois,Food & Beverage,49.2573637393114,-123.08966190497972,3709,30.337701836660614
N/A,5843,1940,MAIN ST,Tireland,Automotive Goods & Services,49.2674725250444,-123.10028494390497,3238,38.976336271989716
N/A,5846,1981,MAIN ST,Mondivan Holdings Ltd.,Service Commercial,49.26751590572443,-123.10125088494415,3238,42.44872144220514
N/A,5854,2148,MAIN ST,Brassneck Brewery,Food & Beverage,49.26576928373629,-123.10035642270178,3236,45.84219996339512
N/A,5855,2180,MAIN ST,Ride On Main Bike Shop,Comparison Goods,49.26564863477011,-123.10036150152747,3236,38.136352066392114
N/A,5860,2250,MAIN ST,Wong Florist,Convenience Goods,49.26486453313475,-123.10039425582016,3235,45.75707771629037
N/A,5862,2270,MAIN ST,Aaarm Dental Group,Service Commercial,49.26486453313475,-123.10039425582016,3235,45.75707771629037
N/A,5863,2280,MAIN ST,Cultivate Tea,Food & Beverage,49.26486453313475,-123.10039425582016,3235,45.75707771629037
N/A,5865,2303,MAIN ST,Key Party ('Valentin Manheimer Accounting'),Food & Beverage,49.26442868556464,-123.10130657802816,3234,31.01354470471146
N/A,5866,2313,MAIN ST,Nirvana Restaurant,Food & Beverage,49.26436841186392,-123.1013091238831,3234,32.231557178170895
N/A,5870,2337,MAIN ST,Antisocial Skateboard Shop,Comparison Goods,49.2641081158441,-123.10139318862637,3234,52.640818140514
N/A,5876,2408,MAIN ST,Blue Heron Cheese Shop temp for Pick-up,Convenience Goods,49.263773315662604,-123.10063127897567,3230,22.185005814461945
N/A,5894,2490,MAIN ST,Cash Money,Service Commercial,49.26309720077489,-123.10056013164552,3262,34.133172564193984
N/A,5908,2570,MAIN ST,Genesis Nutrition,Convenience Goods,49.26225777707178,-123.10058282337883,3257,35.423449817260504
N/A,5911,2601,MAIN ST,The Corner Store,Comparison Goods,49.26177465367028,-123.10142527919317,3223,41.10411291613098
N/A,5912,2607,MAIN ST,Denman Bike Shop,Comparison Goods,49.26177465367028,-123.10142527919317,3223,41.10411291613098
N/A,5918,2656,MAIN ST,Aling Mary's Filipino Store,Convenience Goods,49.26131200339221,-123.10062971986099,3255,31.306110079543444
N/A,5924,2710,MAIN ST,Mali Thai Restaurant,Food & Beverage,49.26081433789755,-123.1006556734026,3255,36.88490436875741
N/A,5926,2718,MAIN ST,Sing Sing Restaurant,Food & Beverage,49.26070754643307,-123.10066121349776,3255,47.340184761907686
N/A,5928,2725,MAIN ST,Northwest Culinary Academy,Service Commercial,49.260712330228365,-123.10152974041488,3219,56.70845630990884
N/A,5932,2748,MAIN ST,Chevron,Automotive Goods & Services,49.260358109303944,-123.10067897572362,3253,26.570712987736073
N/A,5933,2749,MAIN ST,Dream designs,Comparison Goods,49.260361067401746,-123.10158688089177,3215,42.47156045634867
N/A,5936,2808,MAIN ST,Barber & Co.,Service Commercial,49.25985461784059,-123.10070558986571,3253,42.233658317755655
N/A,5938,2815,MAIN ST,Maizal Mexican Restaurant,Food & Beverage,49.259961902073215,-123.10150208401448,3215,41.30330187061669
N/A,5941,2827,MAIN ST,Subway,Food & Beverage,49.259961902073215,-123.10150208401448,3215,41.30330187061669
N/A,5942,2830,MAIN ST,Northwest Rehab Group,Service Commercial,49.25985461784059,-123.10070558986571,3253,42.233658317755655
N/A,5947,2888,MAIN ST,Dairy Queen,Food & Beverage,49.25950177002797,-123.10072397124324,3251,30.379146939755348
N/A,5948,2902,MAIN ST,49th Parallel Coffee Roasters,Food & Beverage,49.25913983624335,-123.1007422184245,3251,24.63366732383718
N/A,5949,2904,MAIN ST,Colony Main,Food & Beverage,49.259019296718016,-123.10074849429681,3251,34.95664989207957
N/A,5954,2932,MAIN ST,Bed,Comparison Goods,49.258778097064464,-123.10076111304761,3249,47.57079688543417
17,5962,2949,MAIN ST,Centrepoint Medical Centre,Service Commercial,49.25886402594803,-123.10216914520574,3110,85.06732102319054
N/A,5973,3033,MAIN ST,Pizza Garden,Food & Beverage,49.25800912411618,-123.10156243959653,3212,52.25811836208584
N/A,5974,3034,MAIN ST,Mitra Canteen,Food & Beverage,49.25811467355497,-123.10079560724401,3249,34.59170638887331
N/A,5982,3079,MAIN ST,Pho Goodness,Food & Beverage,49.25769859321403,-123.10166255496569,3210,42.592019127240675
N/A,5983,3080,MAIN ST,Kind Café,Food & Beverage,49.25775317003512,-123.10081443561072,3246,32.768738402334314
N/A,5991,3124,MAIN ST,The Five Point,Food & Beverage,49.257090655786506,-123.10084998432544,3246,48.97844004258176
